code_marca_modelo,codeFipe,ano_modelo
48_2081,025058-9,2005-1
48_2081,025058-9,2004-1
48_2081,025058-9,2003-1
48_2081,025058-9,2002-1
48_2081,025058-9,2001-1
48_2082,025064-3,2009-1
48_2082,025064-3,2008-1
48_2082,025064-3,2007-1
48_2082,025064-3,2006-1
48_2082,025064-3,2005-1
48_2082,025064-3,2004-1
48_2082,025064-3,2003-1
48_2082,025064-3,2002-1
48_2082,025064-3,2001-1
48_2083,025059-7,2009-1
48_2083,025059-7,2008-1
48_2083,025059-7,2007-1
48_2083,025059-7,2006-1
48_2083,025059-7,2005-1
48_2083,025059-7,2004-1
48_2083,025059-7,2003-1
48_2083,025059-7,2002-1
48_2083,025059-7,2001-1
48_2084,025047-3,2002-1
48_2084,025047-3,2001-1
48_2084,025047-3,2000-1
48_2085,025018-0,1999-1
48_2085,025018-0,1998-1
48_2085,025018-0,1997-1
48_2086,025019-8,1998-1
48_2086,025019-8,1997-1
48_2087,025036-8,1998-1
48_2087,025036-8,1997-1
48_2088,025035-0,2001-1
48_2088,025035-0,2000-1
48_2088,025035-0,1999-1
48_2089,025009-0,2000-1
48_2089,025009-0,1999-1
48_2089,025009-0,1998-1
48_2089,025009-0,1997-1
48_2089,025009-0,1996-1
48_2089,025009-0,1995-1
48_2089,025009-0,1994-1
48_2090,025030-9,1995-1
48_2091,025066-0,2002-1
48_2092,025065-1,2002-1
48_2093,025037-6,2001-1
48_2093,025037-6,2000-1
48_2093,025037-6,1999-1
48_2093,025037-6,1998-1
48_3903,025111-9,2008-1
48_3903,025111-9,2007-1
48_3903,025111-9,2006-1
48_3904,025112-7,2008-1
48_3904,025112-7,2007-1
48_3904,025112-7,2006-1
48_3904,025112-7,2005-1
48_3905,025113-5,2008-1
48_3905,025113-5,2007-1
48_3905,025113-5,2006-1
48_3906,025114-3,2008-1
48_3906,025114-3,2007-1
48_3906,025114-3,2006-1
48_3907,025115-1,2007-1
48_3907,025115-1,2006-1
48_3908,025116-0,2009-1
48_3908,025116-0,2008-1
48_3908,025116-0,2007-1
48_3908,025116-0,2006-1
48_3909,025117-8,2009-1
48_3909,025117-8,2008-1
48_3909,025117-8,2007-1
48_3909,025117-8,2006-1
48_3910,025118-6,2009-1
48_3910,025118-6,2008-1
48_3910,025118-6,2007-1
48_3910,025118-6,2006-1
48_3975,025120-8,2011-1
48_3975,025120-8,2010-1
48_3975,025120-8,2009-1
48_3975,025120-8,2008-1
48_3975,025120-8,2007-1
48_3975,025120-8,2006-1
48_3976,025119-4,2011-1
48_3976,025119-4,2010-1
48_3976,025119-4,2009-1
48_3976,025119-4,2008-1
48_3976,025119-4,2007-1
48_3976,025119-4,2006-1
48_3993,025121-6,2009-1
48_3993,025121-6,2006-1
48_3994,025122-4,2009-1
48_3994,025122-4,2006-1
48_3995,025123-2,2007-1
48_3995,025123-2,2006-1
48_3996,025124-0,2007-1
48_3996,025124-0,2006-1
48_3997,025125-9,2010-1
48_3997,025125-9,2009-1
48_3997,025125-9,2008-1
48_3997,025125-9,2007-1
48_3997,025125-9,2006-1
48_4067,025127-5,2011-1
48_4067,025127-5,2010-1
48_4067,025127-5,2009-1
48_4067,025127-5,2008-1
48_4067,025127-5,2007-1
48_4067,025127-5,2006-1
48_4067,025127-5,2005-1
48_4068,025126-7,2009-1
48_4068,025126-7,2008-1
48_4068,025126-7,2007-1
48_4068,025126-7,2006-1
48_4098,025128-3,2011-1
48_4098,025128-3,2010-1
48_4098,025128-3,2009-1
48_4098,025128-3,2008-1
48_4098,025128-3,2007-1
48_4203,025129-1,2013-1
48_4203,025129-1,2012-1
48_4203,025129-1,2011-1
48_4203,025129-1,2010-1
48_4203,025129-1,2009-1
48_4203,025129-1,2008-1
48_4203,025129-1,2007-1
48_4204,025131-3,2011-1
48_4204,025131-3,2010-1
48_4204,025131-3,2009-1
48_4204,025131-3,2008-1
48_4204,025131-3,2007-1
48_4205,025130-5,2010-1
48_4205,025130-5,2009-1
48_4205,025130-5,2008-1
48_4205,025130-5,2007-1
48_4309,025134-8,2011-1
48_4309,025134-8,2010-1
48_4309,025134-8,2009-1
48_4309,025134-8,2008-1
48_4309,025134-8,2007-1
48_4310,025133-0,2018-1
48_4310,025133-0,2017-1
48_4310,025133-0,2016-1
48_4310,025133-0,2015-1
48_4310,025133-0,2014-1
48_4310,025133-0,2013-1
48_4310,025133-0,2012-1
48_4310,025133-0,2011-1
48_4310,025133-0,2010-1
48_4310,025133-0,2009-1
48_4310,025133-0,2008-1
48_4310,025133-0,2007-1
48_4311,025132-1,2008-1
48_4311,025132-1,2007-1
48_4387,025135-6,2017-1
48_4387,025135-6,2016-1
48_4387,025135-6,2015-1
48_4387,025135-6,2014-1
48_4387,025135-6,2013-1
48_4387,025135-6,2012-1
48_4387,025135-6,2011-1
48_4387,025135-6,2010-1
48_4387,025135-6,2009-1
48_4387,025135-6,2008-1
48_4388,025136-4,2017-1
48_4388,025136-4,2016-1
48_4388,025136-4,2015-1
48_4388,025136-4,2014-1
48_4388,025136-4,2013-1
48_4388,025136-4,2012-1
48_4388,025136-4,2011-1
48_4388,025136-4,2010-1
48_4388,025136-4,2009-1
48_4388,025136-4,2008-1
48_4389,025137-2,2010-1
48_4389,025137-2,2009-1
48_4389,025137-2,2008-1
48_4480,025138-0,2009-1
48_4480,025138-0,2008-1
48_4481,025139-9,2017-1
48_4481,025139-9,2016-1
48_4481,025139-9,2015-1
48_4481,025139-9,2014-1
48_4481,025139-9,2013-1
48_4481,025139-9,2012-1
48_4481,025139-9,2011-1
48_4481,025139-9,2010-1
48_4481,025139-9,2009-1
48_4481,025139-9,2008-1
48_4482,025140-2,2010-1
48_4482,025140-2,2009-1
48_4482,025140-2,2008-1
48_4504,025141-0,2014-1
48_4504,025141-0,2013-1
48_4504,025141-0,2012-1
48_4504,025141-0,2011-1
48_4504,025141-0,2010-1
48_4504,025141-0,2009-1
48_4504,025141-0,2008-1
48_4505,025142-9,2010-1
48_4505,025142-9,2009-1
48_4505,025142-9,2008-1
48_4506,025143-7,2014-1
48_4506,025143-7,2013-1
48_4506,025143-7,2012-1
48_4506,025143-7,2011-1
48_4506,025143-7,2010-1
48_4506,025143-7,2009-1
48_4506,025143-7,2008-1
48_4507,025144-5,2014-1
48_4507,025144-5,2013-1
48_4507,025144-5,2012-1
48_4507,025144-5,2011-1
48_4507,025144-5,2010-1
48_4507,025144-5,2009-1
48_4507,025144-5,2008-1
48_4508,025146-1,2010-1
48_4508,025146-1,2009-1
48_4508,025146-1,2008-1
48_4509,025145-3,2014-1
48_4509,025145-3,2013-1
48_4509,025145-3,2012-1
48_4509,025145-3,2011-1
48_4509,025145-3,2010-1
48_4509,025145-3,2009-1
48_4509,025145-3,2008-1
48_4579,025147-0,2009-1
48_4579,025147-0,2008-1
48_4579,025147-0,2007-1
48_4580,025148-8,2009-1
48_4580,025148-8,2008-1
48_4624,025149-6,2010-1
48_4624,025149-6,2009-1
48_4624,025149-6,2008-1
48_4643,025150-0,2010-1
48_4643,025150-0,2009-1
48_4644,025151-8,2010-1
48_4644,025151-8,2009-1
48_4666,025152-6,2009-1
48_4677,025153-4,2010-1
48_4677,025153-4,2009-1
48_4677,025153-4,2008-1
48_4687,025154-2,2010-1
48_4687,025154-2,2009-1
48_4687,025154-2,2008-1
48_4728,025155-0,2011-1
48_4728,025155-0,2010-1
48_4728,025155-0,2009-1
48_4728,025155-0,2008-1
48_4728,025155-0,2007-1
48_4780,025156-9,2013-1
48_4780,025156-9,2012-1
48_4780,025156-9,2011-1
48_4780,025156-9,2010-1
48_4780,025156-9,2009-1
48_4833,025157-7,2013-3
48_4833,025157-7,2012-3
48_4833,025157-7,2011-3
48_4833,025157-7,2010-3
48_4833,025157-7,2009-3
48_4833,025157-7,2008-3
48_4834,025158-5,2013-3
48_4834,025158-5,2012-3
48_4834,025158-5,2011-3
48_4834,025158-5,2010-3
48_4834,025158-5,2009-3
48_4834,025158-5,2008-3
48_4868,025160-7,2013-1
48_4868,025160-7,2012-1
48_4868,025160-7,2011-1
48_4868,025160-7,2010-1
48_4868,025160-7,2009-1
48_4869,025159-3,2013-1
48_4869,025159-3,2012-1
48_4869,025159-3,2011-1
48_4869,025159-3,2010-1
48_4869,025159-3,2009-1
48_4896,025166-6,2010-1
48_4896,025166-6,2009-1
48_4897,025165-8,2010-1
48_4897,025165-8,2009-1
48_4898,025164-0,2010-1
48_4898,025164-0,2009-1
48_4898,025164-0,2008-1
48_4898,025164-0,2007-1
48_4899,025163-1,2010-1
48_4899,025163-1,2009-1
48_4900,025162-3,2010-1
48_4900,025162-3,2009-1
48_4901,025161-5,2010-1
48_4901,025161-5,2009-1
48_4926,025167-4,2011-1
48_4926,025167-4,2010-1
48_4926,025167-4,2009-1
48_4988,025168-2,2010-1
48_5312,025169-0,2012-1
48_5312,025169-0,2011-1
48_5313,025170-4,2012-1
48_5313,025170-4,2011-1
48_5401,025172-0,2011-1
48_5402,025171-2,2011-1
48_5509,025174-7,2018-1
48_5509,025174-7,2017-1
48_5509,025174-7,2016-1
48_5509,025174-7,2015-1
48_5509,025174-7,2014-1
48_5509,025174-7,2013-1
48_5509,025174-7,2012-1
48_5509,025174-7,2011-1
48_5510,025173-9,2016-1
48_5510,025173-9,2015-1
48_5510,025173-9,2014-1
48_5510,025173-9,2013-1
48_5510,025173-9,2012-1
48_5510,025173-9,2011-1
48_5511,025175-5,2018-1
48_5511,025175-5,2017-1
48_5511,025175-5,2016-1
48_5511,025175-5,2015-1
48_5511,025175-5,2014-1
48_5511,025175-5,2013-1
48_5511,025175-5,2012-1
48_5511,025175-5,2011-1
48_5598,025176-3,2014-1
48_5598,025176-3,2013-1
48_5598,025176-3,2012-1
48_5629,025177-1,2013-1
48_5629,025177-1,2012-1
48_5648,025178-0,2012-1
48_5671,025181-0,2016-1
48_5671,025181-0,2015-1
48_5671,025181-0,2014-1
48_5671,025181-0,2013-1
48_5671,025181-0,2012-1
48_5672,025183-6,2020-1
48_5672,025183-6,2019-1
48_5672,025183-6,2018-1
48_5672,025183-6,2017-1
48_5672,025183-6,2016-1
48_5672,025183-6,2015-1
48_5672,025183-6,2014-1
48_5672,025183-6,2013-1
48_5672,025183-6,2012-1
48_5673,025185-2,2020-1
48_5673,025185-2,2019-1
48_5673,025185-2,2018-1
48_5673,025185-2,2017-1
48_5673,025185-2,2016-1
48_5673,025185-2,2015-1
48_5673,025185-2,2014-1
48_5673,025185-2,2013-1
48_5673,025185-2,2012-1
48_5674,025184-4,2019-1
48_5674,025184-4,2018-1
48_5674,025184-4,2017-1
48_5674,025184-4,2016-1
48_5674,025184-4,2015-1
48_5674,025184-4,2014-1
48_5674,025184-4,2013-1
48_5674,025184-4,2012-1
48_5675,025186-0,2020-1
48_5675,025186-0,2019-1
48_5675,025186-0,2018-1
48_5675,025186-0,2017-1
48_5675,025186-0,2016-1
48_5675,025186-0,2015-1
48_5675,025186-0,2014-1
48_5675,025186-0,2013-1
48_5675,025186-0,2012-1
48_5676,025182-8,2020-1
48_5676,025182-8,2019-1
48_5676,025182-8,2018-1
48_5676,025182-8,2017-1
48_5676,025182-8,2016-1
48_5676,025182-8,2015-1
48_5676,025182-8,2014-1
48_5676,025182-8,2013-1
48_5676,025182-8,2012-1
48_5677,025179-8,2013-3
48_5677,025179-8,2012-3
48_5678,025180-1,2013-3
48_5678,025180-1,2012-3
48_5737,025187-9,2014-1
48_5737,025187-9,2013-1
48_5737,025187-9,2012-1
48_5938,025188-7,2013-1
48_5938,025188-7,2012-1
48_6192,025190-9,2014-1
48_6192,025190-9,2013-1
48_6192,025190-9,2012-1
48_6193,025189-5,2017-1
48_6193,025189-5,2016-1
48_6193,025189-5,2015-1
48_6193,025189-5,2014-1
48_6193,025189-5,2013-1
48_6213,025191-7,2015-1
48_6213,025191-7,2014-1
48_6213,025191-7,2013-1
48_6214,025193-3,2015-1
48_6214,025193-3,2014-1
48_6214,025193-3,2013-1
48_6215,025192-5,2015-1
48_6215,025192-5,2014-1
48_6215,025192-5,2013-1
48_6276,025194-1,2014-1
48_6276,025194-1,2013-1
48_6400,025195-0,32000-3
48_6400,025195-0,2024-3
48_6400,025195-0,2023-3
48_6400,025195-0,2022-3
48_6400,025195-0,2021-3
48_6400,025195-0,2020-3
48_6400,025195-0,2019-3
48_6400,025195-0,2018-3
48_6400,025195-0,2017-3
48_6400,025195-0,2016-3
48_6400,025195-0,2015-3
48_6400,025195-0,2014-3
48_6401,025201-8,32000-3
48_6401,025201-8,2024-3
48_6401,025201-8,2023-3
48_6401,025201-8,2022-3
48_6401,025201-8,2021-3
48_6401,025201-8,2020-3
48_6401,025201-8,2019-3
48_6401,025201-8,2018-3
48_6401,025201-8,2017-3
48_6401,025201-8,2016-3
48_6401,025201-8,2015-3
48_6401,025201-8,2014-3
48_6402,025198-4,32000-3
48_6402,025198-4,2024-3
48_6402,025198-4,2023-3
48_6402,025198-4,2022-3
48_6402,025198-4,2021-3
48_6402,025198-4,2020-3
48_6402,025198-4,2019-3
48_6402,025198-4,2018-3
48_6402,025198-4,2017-3
48_6402,025198-4,2016-3
48_6402,025198-4,2015-3
48_6402,025198-4,2014-3
48_6403,025196-8,32000-3
48_6403,025196-8,2024-3
48_6403,025196-8,2023-3
48_6403,025196-8,2022-3
48_6403,025196-8,2021-3
48_6403,025196-8,2020-3
48_6403,025196-8,2019-3
48_6403,025196-8,2018-3
48_6403,025196-8,2017-3
48_6403,025196-8,2016-3
48_6403,025196-8,2015-3
48_6403,025196-8,2014-3
48_6404,025200-0,2021-3
48_6404,025200-0,2020-3
48_6404,025200-0,2019-3
48_6404,025200-0,2018-3
48_6404,025200-0,2017-3
48_6404,025200-0,2016-3
48_6404,025200-0,2015-3
48_6404,025200-0,2014-3
48_6405,025197-6,32000-3
48_6405,025197-6,2024-3
48_6405,025197-6,2023-3
48_6405,025197-6,2022-3
48_6405,025197-6,2021-3
48_6405,025197-6,2020-3
48_6405,025197-6,2019-3
48_6405,025197-6,2018-3
48_6405,025197-6,2017-3
48_6405,025197-6,2016-3
48_6405,025197-6,2015-3
48_6405,025197-6,2014-3
48_6406,025199-2,2015-3
48_6406,025199-2,2014-3
48_6449,025205-0,32000-3
48_6449,025205-0,2024-3
48_6449,025205-0,2023-3
48_6449,025205-0,2022-3
48_6449,025205-0,2021-3
48_6449,025205-0,2020-3
48_6449,025205-0,2019-3
48_6449,025205-0,2018-3
48_6449,025205-0,2017-3
48_6449,025205-0,2016-3
48_6449,025205-0,2015-3
48_6449,025205-0,2014-3
48_6449,025205-0,2013-3
48_6450,025204-2,2015-3
48_6450,025204-2,2014-3
48_6450,025204-2,2013-3
48_6451,025202-6,2018-3
48_6451,025202-6,2017-3
48_6451,025202-6,2016-3
48_6451,025202-6,2015-3
48_6451,025202-6,2014-3
48_6451,025202-6,2013-3
48_6452,025203-4,2017-3
48_6452,025203-4,2016-3
48_6452,025203-4,2015-3
48_6452,025203-4,2014-3
48_6452,025203-4,2013-3
48_6453,025206-9,2017-3
48_6453,025206-9,2016-3
48_6453,025206-9,2015-3
48_6453,025206-9,2014-3
48_6453,025206-9,2013-3
48_6617,025207-7,2014-1
48_6649,025208-5,2017-1
48_6649,025208-5,2016-1
48_6649,025208-5,2015-1
48_6649,025208-5,2014-1
48_6702,025209-3,2015-1
48_6702,025209-3,2014-1
48_6757,025211-5,2014-1
48_6758,025210-7,2014-1
48_6870,025212-3,2016-1
48_6870,025212-3,2014-1
48_6892,025216-6,2017-1
48_6892,025216-6,2016-1
48_6892,025216-6,2015-1
48_6893,025213-1,2017-1
48_6893,025213-1,2016-1
48_6893,025213-1,2015-1
48_6894,025215-8,2017-1
48_6894,025215-8,2016-1
48_6894,025215-8,2015-1
48_6895,025214-0,2017-1
48_6895,025214-0,2016-1
48_6895,025214-0,2015-1
48_6970,025221-2,2015-1
48_6971,025218-2,2017-1
48_6971,025218-2,2016-1
48_6971,025218-2,2015-1
48_6971,025218-2,2014-1
48_6972,025217-4,2017-1
48_6972,025217-4,2016-1
48_6972,025217-4,2015-1
48_6973,025219-0,2017-1
48_6973,025219-0,2016-1
48_6973,025219-0,2015-1
48_6974,025220-4,2017-1
48_6974,025220-4,2016-1
48_6974,025220-4,2015-1
48_7044,025222-0,2017-1
48_7044,025222-0,2016-1
48_7044,025222-0,2015-1
48_7105,025225-5,2018-1
48_7105,025225-5,2017-1
48_7105,025225-5,2016-1
48_7105,025225-5,2015-1
48_7106,025224-7,2015-1
48_7107,025223-9,2015-1
48_7268,025226-3,2016-1
48_7289,025227-1,2016-1
48_7359,025229-8,2017-1
48_7359,025229-8,2016-1
48_7360,025228-0,2022-1
48_7360,025228-0,2021-1
48_7360,025228-0,2020-1
48_7360,025228-0,2019-1
48_7360,025228-0,2018-1
48_7360,025228-0,2017-1
48_7360,025228-0,2016-1
48_7360,025228-0,2015-1
48_7377,025231-0,2022-1
48_7377,025231-0,2021-1
48_7377,025231-0,2020-1
48_7377,025231-0,2019-1
48_7377,025231-0,2018-1
48_7377,025231-0,2017-1
48_7377,025231-0,2016-1
48_7378,025232-8,2022-1
48_7378,025232-8,2021-1
48_7378,025232-8,2020-1
48_7378,025232-8,2019-1
48_7378,025232-8,2018-1
48_7378,025232-8,2017-1
48_7378,025232-8,2016-1
48_7379,025230-1,2022-1
48_7379,025230-1,2021-1
48_7379,025230-1,2020-1
48_7379,025230-1,2019-1
48_7379,025230-1,2018-1
48_7379,025230-1,2017-1
48_7379,025230-1,2016-1
48_7403,025233-6,2018-1
48_7403,025233-6,2017-1
48_7403,025233-6,2016-1
48_7434,025234-4,2018-1
48_7434,025234-4,2017-1
48_7434,025234-4,2016-1
48_7435,025235-2,2017-1
48_7435,025235-2,2016-1
48_7520,025236-0,2017-1
48_7520,025236-0,2016-1
48_7634,025238-7,2017-1
48_7635,025237-9,2017-1
48_7672,025240-9,2022-1
48_7672,025240-9,2021-1
48_7672,025240-9,2020-1
48_7672,025240-9,2019-1
48_7672,025240-9,2018-1
48_7672,025240-9,2017-1
48_7673,025239-5,2014-1
48_7673,025239-5,2013-1
48_7673,025239-5,2012-1
48_7808,025242-5,2020-1
48_7808,025242-5,2019-1
48_7808,025242-5,2018-1
48_7808,025242-5,2017-1
48_7809,025241-7,2020-1
48_7809,025241-7,2019-1
48_7809,025241-7,2018-1
48_7809,025241-7,2017-1
48_7810,025243-3,2020-1
48_7810,025243-3,2019-1
48_7810,025243-3,2018-1
48_7810,025243-3,2017-1
48_7811,025244-1,2020-1
48_7811,025244-1,2019-1
48_7811,025244-1,2018-1
48_7811,025244-1,2017-1
48_7812,025245-0,2019-1
48_7812,025245-0,2018-1
48_7812,025245-0,2017-1
48_7841,025252-2,2018-1
48_7841,025252-2,2017-1
48_7842,025255-7,2019-1
48_7842,025255-7,2018-1
48_7842,025255-7,2017-1
48_7843,025256-5,2019-1
48_7843,025256-5,2018-1
48_7843,025256-5,2017-1
48_7844,025253-0,2020-1
48_7844,025253-0,2019-1
48_7844,025253-0,2018-1
48_7844,025253-0,2017-1
48_7845,025248-4,2018-1
48_7845,025248-4,2017-1
48_7846,025254-9,2018-1
48_7846,025254-9,2017-1
48_7847,025251-4,2018-1
48_7847,025251-4,2017-1
48_7848,025250-6,2020-1
48_7848,025250-6,2019-1
48_7848,025250-6,2018-1
48_7848,025250-6,2017-1
48_7850,025247-6,2020-1
48_7850,025247-6,2019-1
48_7850,025247-6,2018-1
48_7850,025247-6,2017-1
48_7851,025246-8,2020-1
48_7851,025246-8,2019-1
48_7851,025246-8,2018-1
48_7851,025246-8,2017-1
48_7890,025258-1,2021-1
48_7890,025258-1,2020-1
48_7890,025258-1,2019-1
48_7890,025258-1,2018-1
48_7890,025258-1,2017-1
48_7891,025257-3,2021-1
48_7891,025257-3,2020-1
48_7891,025257-3,2019-1
48_7891,025257-3,2018-1
48_7891,025257-3,2017-1
48_7928,025259-0,2018-1
48_7928,025259-0,2017-1
48_7959,025260-3,2019-1
48_7959,025260-3,2018-1
48_7990,025262-0,2021-1
48_7990,025262-0,2020-1
48_7990,025262-0,2019-1
48_7990,025262-0,2018-1
48_7990,025262-0,2017-1
48_7991,025261-1,2020-1
48_7991,025261-1,2019-1
48_7991,025261-1,2018-1
48_7992,025263-8,2020-1
48_7992,025263-8,2019-1
48_7992,025263-8,2018-1
48_7993,025264-6,2020-1
48_7993,025264-6,2019-1
48_7993,025264-6,2018-1
48_8021,025267-0,32000-1
48_8021,025267-0,2024-1
48_8021,025267-0,2023-1
48_8021,025267-0,2022-1
48_8021,025267-0,2021-1
48_8021,025267-0,2020-1
48_8021,025267-0,2019-1
48_8021,025267-0,2018-1
48_8022,025265-4,2022-1
48_8022,025265-4,2021-1
48_8022,025265-4,2020-1
48_8022,025265-4,2019-1
48_8022,025265-4,2018-1
48_8023,025266-2,32000-1
48_8023,025266-2,2024-1
48_8023,025266-2,2023-1
48_8023,025266-2,2022-1
48_8023,025266-2,2021-1
48_8023,025266-2,2020-1
48_8023,025266-2,2019-1
48_8023,025266-2,2018-1
48_8024,025268-9,2020-1
48_8024,025268-9,2019-1
48_8024,025268-9,2018-1
48_8025,025269-7,2020-1
48_8025,025269-7,2019-1
48_8025,025269-7,2018-1
48_8065,025270-0,2019-1
48_8065,025270-0,2018-1
48_8247,025272-7,2020-1
48_8247,025272-7,2019-1
48_8247,025272-7,2018-1
48_8248,025271-9,2020-1
48_8248,025271-9,2019-1
48_8248,025271-9,2018-1
48_8553,025277-8,2019-1
48_8580,025278-6,2022-1
48_8580,025278-6,2021-1
48_8580,025278-6,2020-1
48_8580,025278-6,2019-1
48_8580,025278-6,2018-1
48_8580,025278-6,2017-1
48_8701,025279-4,32000-1
48_8701,025279-4,2024-1
48_8701,025279-4,2023-1
48_8701,025279-4,2022-1
48_8701,025279-4,2021-1
48_8701,025279-4,2020-1
48_8714,025280-8,2020-1
48_8755,025283-2,32000-1
48_8755,025283-2,2024-1
48_8755,025283-2,2023-1
48_8755,025283-2,2022-1
48_8755,025283-2,2021-1
48_8755,025283-2,2020-1
48_8756,025282-4,2022-1
48_8756,025282-4,2021-1
48_8756,025282-4,2020-1
48_8757,025281-6,32000-1
48_8757,025281-6,2024-1
48_8757,025281-6,2023-1
48_8757,025281-6,2022-1
48_8757,025281-6,2021-1
48_8757,025281-6,2020-1
48_8785,025296-4,2020-1
48_8786,025295-6,2020-1
48_8787,025294-8,2022-1
48_8787,025294-8,2021-1
48_8787,025294-8,2020-1
48_8788,025293-0,2022-1
48_8788,025293-0,2021-1
48_8788,025293-0,2020-1
48_8789,025289-1,32000-1
48_8789,025289-1,2024-1
48_8789,025289-1,2023-1
48_8789,025289-1,2022-1
48_8789,025289-1,2021-1
48_8789,025289-1,2020-1
48_8790,025290-5,32000-1
48_8790,025290-5,2024-1
48_8790,025290-5,2023-1
48_8790,025290-5,2022-1
48_8790,025290-5,2021-1
48_8790,025290-5,2020-1
48_8791,025292-1,2022-1
48_8791,025292-1,2021-1
48_8791,025292-1,2020-1
48_8792,025291-3,2022-1
48_8792,025291-3,2021-1
48_8792,025291-3,2020-1
48_8793,025287-5,2022-1
48_8793,025287-5,2021-1
48_8793,025287-5,2020-1
48_8794,025284-0,2022-1
48_8794,025284-0,2021-1
48_8794,025284-0,2020-1
48_8795,025288-3,2022-1
48_8795,025288-3,2021-1
48_8795,025288-3,2020-1
48_8796,025286-7,2021-1
48_8796,025286-7,2020-1
48_8797,025285-9,2021-1
48_8797,025285-9,2020-1
48_8869,025298-0,2021-1
48_8869,025298-0,2020-1
48_8870,025299-9,2021-1
48_8870,025299-9,2020-1
48_8871,025297-2,2019-1
48_9061,025300-6,32000-1
48_9061,025300-6,2024-1
48_9061,025300-6,2023-1
48_9061,025300-6,2022-1
48_9061,025300-6,2021-1
48_9061,025300-6,2020-1
48_9062,025301-4,32000-1
48_9062,025301-4,2024-1
48_9062,025301-4,2023-1
48_9062,025301-4,2022-1
48_9062,025301-4,2021-1
48_9062,025301-4,2020-1
48_9063,025302-2,2023-1
48_9063,025302-2,2022-1
48_9063,025302-2,2021-1
48_9063,025302-2,2020-1
48_9064,025303-0,32000-1
48_9064,025303-0,2024-1
48_9064,025303-0,2023-1
48_9064,025303-0,2022-1
48_9064,025303-0,2021-1
48_9064,025303-0,2020-1
48_9149,025304-9,2022-1
48_9149,025304-9,2021-1
48_9149,025304-9,2020-1
48_9255,025275-1,2023-1
48_9255,025275-1,2022-1
48_9255,025275-1,2021-1
48_9255,025275-1,2020-1
48_9255,025275-1,2019-1
48_9259,025249-2,2019-1
48_9259,025249-2,2018-1
48_9259,025249-2,2017-1
48_9497,025276-0,32000-1
48_9497,025276-0,2022-1
48_9497,025276-0,2019-1
48_9498,025305-7,2022-1
48_9545,025306-5,32000-1
48_9545,025306-5,2024-1
48_9545,025306-5,2023-1
48_9545,025306-5,2022-1
48_9545,025306-5,2021-1
48_9546,025307-3,32000-1
48_9546,025307-3,2024-1
48_9546,025307-3,2023-1
48_9546,025307-3,2022-1
48_9546,025307-3,2021-1
48_9547,025308-1,32000-1
48_9547,025308-1,2024-1
48_9547,025308-1,2023-1
48_9547,025308-1,2022-1
48_9547,025308-1,2021-1
48_9587,025273-5,2022-1
48_9587,025273-5,2021-1
48_9587,025273-5,2020-1
48_9587,025273-5,2019-1
48_9587,025273-5,2018-1
48_9592,025274-3,2020-1
48_9592,025274-3,2019-1
48_9592,025274-3,2018-1
48_9658,025095-3,2006-1
48_9658,025095-3,2005-1
48_9667,025309-0,32000-1
48_9667,025309-0,2023-1
48_9667,025309-0,2022-1
48_9738,025310-3,32000-1
48_9738,025310-3,2024-1
48_9738,025310-3,2023-1
48_9738,025310-3,2022-1
48_9865,025317-0,32000-1
48_9865,025317-0,2023-1
48_9866,025316-2,32000-3
48_9866,025316-2,2024-3
48_9866,025316-2,2023-3
48_9867,025315-4,32000-3
48_9867,025315-4,2024-3
48_9867,025315-4,2023-3
48_9868,025314-6,32000-3
48_9868,025314-6,2024-3
48_9868,025314-6,2023-3
48_9869,025312-0,32000-1
48_9869,025312-0,2024-1
48_9869,025312-0,2023-1
48_9870,025313-8,32000-1
48_9870,025313-8,2024-1
48_9870,025313-8,2023-1
49_2094,052001-2,1995-1
49_2094,052001-2,1993-1
49_2094,052001-2,1992-1
5_24,007018-1,1998-3
5_24,007018-1,1997-3
5_24,007018-1,1996-3
5_24,007018-1,1995-3
5_24,007018-1,1994-3
5_25,007019-0,1998-3
5_25,007019-0,1997-3
5_25,007019-0,1996-3
5_25,007019-0,1995-3
5_25,007019-0,1994-3
5_26,007001-7,1998-3
5_26,007001-7,1997-3
5_26,007001-7,1996-3
5_26,007001-7,1995-3
5_26,007001-7,1994-3
5_26,007001-7,1993-3
5_27,007002-5,1998-3
5_27,007002-5,1997-3
5_27,007002-5,1996-3
5_27,007002-5,1995-3
5_27,007002-5,1994-3
5_27,007002-5,1993-3
5_28,007017-3,1997-3
5_28,007017-3,1996-3
5_28,007017-3,1995-3
5_28,007017-3,1994-3
5_29,007020-3,1995-3
5_29,007020-3,1994-3
5_30,007016-5,1999-3
5_30,007016-5,1998-3
5_30,007016-5,1997-3
5_31,007014-9,1999-3
5_31,007014-9,1998-3
5_31,007014-9,1997-3
5_32,007015-7,1999-3
5_32,007015-7,1998-3
5_32,007015-7,1997-3
5_32,007015-7,1996-3
5_33,007003-3,1998-1
5_33,007003-3,1997-1
5_33,007003-3,1996-1
5_33,007003-3,1995-1
5_34,007009-2,1999-1
5_34,007009-2,1998-1
5_34,007009-2,1997-1
5_34,007009-2,1996-1
5_34,007009-2,1995-1
5_34,007009-2,1994-1
5_35,007004-1,1998-1
5_35,007004-1,1997-1
5_35,007004-1,1996-1
5_35,007004-1,1995-1
5_35,007004-1,1994-1
5_35,007004-1,1993-1
