code_marca_modelo,codeFipe,ano_modelo
1_1,038003-2,1992-1
1_1,038003-2,1991-1
1_2,038002-4,1998-1
1_2,038002-4,1997-1
1_2,038002-4,1996-1
1_2,038002-4,1995-1
1_2,038002-4,1994-1
1_2,038002-4,1993-1
1_2,038002-4,1992-1
1_2,038002-4,1991-1
1_3,038001-6,1995-1
1_3,038001-6,1994-1
1_3,038001-6,1993-1
1_3,038001-6,1992-1
1_3,038001-6,1991-1
10_258,041001-2,1995-1
10_258,041001-2,1994-1
10_258,041001-2,1993-1
10_258,041001-2,1992-1
10_258,041001-2,1991-1
10_259,041002-0,1996-1
10_259,041002-0,1995-1
10_259,041002-0,1994-1
10_259,041002-0,1993-1
10_259,041002-0,1992-1
10_259,041002-0,1991-1
11_260,042001-8,1995-3
11_260,042001-8,1994-3
11_260,042001-8,1993-3
11_260,042001-8,1992-3
11_260,042001-8,1991-3
11_260,042001-8,1990-3
11_260,042001-8,1989-3
11_260,042001-8,1988-3
12_261,010014-5,2001-1
12_261,010014-5,2000-1
12_261,010014-5,1999-1
12_261,010014-5,1998-1
12_262,010008-0,2000-1
12_262,010008-0,1999-1
12_262,010008-0,1998-1
12_262,010008-0,1997-1
12_262,010008-0,1996-1
12_262,010008-0,1995-1
12_262,010008-0,1994-1
12_262,010008-0,1993-1
12_263,010009-9,1999-1
12_263,010009-9,1998-1
12_263,010009-9,1997-1
12_264,010001-3,2001-1
12_264,010001-3,2000-1
12_264,010001-3,1999-1
12_264,010001-3,1998-1
12_264,010001-3,1997-1
12_264,010001-3,1996-1
12_264,010001-3,1995-1
12_264,010001-3,1994-1
12_264,010001-3,1993-1
12_265,010015-3,1995-1
12_266,010016-1,2006-1
12_266,010016-1,2005-1
12_266,010016-1,2004-1
12_266,010016-1,2003-1
12_266,010016-1,2002-1
12_266,010016-1,1996-1
12_266,010016-1,1995-1
12_266,010016-1,1994-1
12_266,010016-1,1993-1
12_267,010007-2,2001-1
12_267,010007-2,2000-1
12_267,010007-2,1999-1
12_267,010007-2,1998-1
12_267,010007-2,1997-1
12_267,010007-2,1996-1
12_267,010007-2,1995-1
12_267,010007-2,1994-1
12_267,010007-2,1993-1
12_268,010021-8,2007-1
12_268,010021-8,2006-1
12_268,010021-8,2005-1
12_268,010021-8,2004-1
12_268,010021-8,2003-1
12_268,010021-8,2002-1
12_269,010010-2,2001-1
12_269,010010-2,2000-1
12_269,010010-2,1999-1
12_269,010010-2,1998-1
12_270,010017-0,1993-1
12_270,010017-0,1992-1
12_271,010018-8,1995-1
12_271,010018-8,1994-1
12_271,010018-8,1993-1
12_271,010018-8,1992-1
12_272,010011-0,1999-1
12_272,010011-0,1998-1
12_272,010011-0,1997-1
12_273,010002-1,2001-1
12_273,010002-1,2000-1
12_273,010002-1,1999-1
12_273,010002-1,1998-1
12_273,010002-1,1997-1
12_273,010002-1,1996-1
12_273,010002-1,1995-1
12_273,010002-1,1994-1
12_274,010012-9,1999-1
12_274,010012-9,1998-1
12_274,010012-9,1997-1
12_274,010012-9,1996-1
12_274,010012-9,1995-1
12_274,010012-9,1994-1
12_275,010019-6,2004-1
12_275,010019-6,2003-1
12_275,010019-6,2002-1
12_275,010019-6,2001-1
12_276,010022-6,2009-1
12_276,010022-6,2008-1
12_276,010022-6,2007-1
12_276,010022-6,2006-1
12_276,010022-6,2005-1
12_277,010020-0,2003-1
12_277,010020-0,2002-1
12_277,010020-0,2001-1
12_278,010003-0,2001-1
12_278,010003-0,2000-1
12_278,010003-0,1999-1
12_278,010003-0,1998-1
12_278,010003-0,1997-1
12_278,010003-0,1996-1
12_279,010004-8,1998-1
12_279,010004-8,1997-1
12_279,010004-8,1996-1
12_280,010005-6,2000-1
12_280,010005-6,1999-1
12_280,010005-6,1998-1
12_280,010005-6,1997-1
12_280,010005-6,1996-1
12_280,010005-6,1995-1
12_281,010006-4,1999-1
12_281,010006-4,1998-1
12_281,010006-4,1997-1
12_281,010006-4,1996-1
12_282,010013-7,1995-1
12_282,010013-7,1994-1
12_3811,010023-4,2007-1
12_3811,010023-4,2006-1
12_3811,010023-4,2005-1
12_3881,010024-2,2009-1
12_3881,010024-2,2008-1
12_3881,010024-2,2007-1
12_3881,010024-2,2006-1
12_3881,010024-2,2005-1
12_3882,010025-0,2009-1
12_3882,010025-0,2008-1
12_3882,010025-0,2007-1
12_3882,010025-0,2006-1
12_4158,010026-9,2009-1
12_4158,010026-9,2008-1
12_4158,010026-9,2007-1
12_4158,010026-9,2006-1
12_4158,010026-9,2005-1
12_4186,010027-7,2010-1
12_4186,010027-7,2009-1
12_4186,010027-7,2008-1
12_4186,010027-7,2007-1
12_4186,010027-7,2006-1
12_4255,010028-5,2007-1
12_4255,010028-5,2006-1
12_4528,010029-3,2009-1
12_4528,010029-3,2008-1
12_4528,010029-3,2007-1
12_4623,010030-7,2015-1
12_4623,010030-7,2014-1
12_4623,010030-7,2013-1
12_4623,010030-7,2012-1
12_4623,010030-7,2011-1
12_4623,010030-7,2010-1
12_4623,010030-7,2009-1
12_4623,010030-7,2008-1
12_5237,010031-5,2010-1
12_5720,010032-3,2014-1
12_5720,010032-3,2013-1
12_5720,010032-3,2012-1
12_5878,010033-1,2016-1
12_5878,010033-1,2015-1
12_5878,010033-1,2014-1
12_5878,010033-1,2012-1
120_3998,061001-1,32000-1
120_3998,061001-1,2023-1
120_3998,061001-1,2022-1
120_3998,061001-1,2021-1
120_3998,061001-1,2019-1
120_3998,061001-1,2018-1
120_3998,061001-1,2017-1
120_3998,061001-1,2016-1
120_3998,061001-1,2015-1
120_3998,061001-1,2013-1
120_3998,061001-1,2012-1
120_3998,061001-1,2011-1
120_3998,061001-1,2010-1
120_3998,061001-1,2009-1
120_3998,061001-1,2008-1
120_3998,061001-1,2007-1
120_3998,061001-1,2006-1
120_3998,061001-1,2005-1
123_4053,062001-7,2008-1
123_4053,062001-7,2007-1
123_4053,062001-7,2006-1
123_4053,062001-7,2005-1
123_4053,062001-7,2004-1
123_4053,062001-7,2003-1
123_4053,062001-7,2002-1
123_4053,062001-7,2001-1
123_4053,062001-7,2000-1
123_4053,062001-7,1999-1
123_4053,062001-7,1998-1
123_4053,062001-7,1997-1
123_4053,062001-7,1996-1
123_4053,062001-7,1995-1
123_4053,062001-7,1994-1
123_4053,062001-7,1993-1
123_4053,062001-7,1992-1
123_4053,062001-7,1991-1
123_4053,062001-7,1990-1
123_4053,062001-7,1989-1
123_4053,062001-7,1988-1
123_4053,062001-7,1987-1
123_4053,062001-7,1986-1
123_4053,062001-7,1985-1
123_5190,062002-5,32000-1
123_5190,062002-5,2023-1
123_5190,062002-5,2022-1
123_5190,062002-5,2021-1
123_5190,062002-5,2020-1
123_5190,062002-5,2019-1
123_5190,062002-5,2018-1
123_5190,062002-5,2017-1
123_5190,062002-5,2016-1
123_5190,062002-5,2015-1
123_5190,062002-5,2014-1
123_5190,062002-5,2013-1
123_5190,062002-5,2012-1
123_5190,062002-5,2011-1
123_5190,062002-5,2010-1
123_5190,062002-5,2009-1
123_5190,062002-5,2008-1
125_4099,055013-2,2002-1
125_4100,055014-0,2002-3
125_4100,055014-0,2001-3
125_4101,055007-8,2002-3
125_4101,055007-8,2001-3
125_4102,055006-0,2002-3
125_4102,055006-0,2001-3
125_4103,055003-5,2002-3
125_4103,055003-5,2001-3
125_4104,055005-1,2002-3
125_4104,055005-1,2001-3
125_4105,055004-3,2002-3
125_4105,055004-3,2001-3
125_4106,055001-9,1997-3
125_4106,055001-9,1996-3
125_4106,055001-9,1995-3
125_4107,055008-6,2002-3
125_4107,055008-6,2001-3
125_4108,055011-6,2002-3
125_4108,055011-6,2001-3
125_4109,055012-4,2002-1
125_4109,055012-4,2001-1
125_4110,055010-8,2002-3
125_4110,055010-8,2001-3
125_4111,055009-4,2002-3
125_4111,055009-4,2001-3
125_4112,055019-1,2005-3
125_4112,055019-1,2004-3
125_4112,055019-1,2003-3
125_4113,055018-3,2005-3
125_4113,055018-3,2004-3
125_4114,055002-7,1997-3
125_4114,055002-7,1996-3
125_4114,055002-7,1995-3
125_4115,055020-5,2005-3
125_4116,055016-7,2005-3
125_4116,055016-7,2004-3
125_4116,055016-7,2003-3
125_4116,055016-7,2002-3
125_4117,055015-9,2003-3
125_4117,055015-9,2002-3
125_4118,055017-5,2005-1
125_4118,055017-5,2004-1
125_4118,055017-5,2003-1
125_4118,055017-5,2002-1
125_4263,055021-3,2012-3
125_4263,055021-3,2011-3
125_4263,055021-3,2010-3
125_4263,055021-3,2009-3
125_4263,055021-3,2008-3
125_4263,055021-3,2007-3
125_4263,055021-3,2006-3
125_4401,055022-1,2011-3
125_4401,055022-1,2010-3
125_4401,055022-1,2009-3
125_4401,055022-1,2008-3
125_4401,055022-1,2007-3
125_4402,055023-0,2010-1
125_4402,055023-0,2009-1
125_4402,055023-0,2008-1
125_4402,055023-0,2007-1
125_4535,055025-6,2012-3
125_4535,055025-6,2011-3
125_4535,055025-6,2010-3
125_4535,055025-6,2009-3
125_4535,055025-6,2008-3
125_4536,055024-8,2012-3
125_4536,055024-8,2011-3
125_4536,055024-8,2010-3
125_4536,055024-8,2009-3
125_4536,055024-8,2008-3
125_4536,055024-8,2007-3
125_4927,055026-4,2012-3
125_4927,055026-4,2011-3
125_4927,055026-4,2010-3
125_4927,055026-4,2009-3
125_4963,055027-2,2011-1
125_4963,055027-2,2010-1
125_4963,055027-2,2009-1
125_4963,055027-2,2008-1
125_4963,055027-2,2007-1
125_5649,055029-9,2015-3
125_5649,055029-9,2012-3
125_5649,055029-9,2011-3
125_5650,055028-0,2011-3
125_6330,055030-2,2015-3
125_6330,055030-2,2013-3
125_6330,055030-2,2012-3
125_7045,055031-0,2015-3
125_8291,055033-7,2018-3
125_8292,055034-5,2018-3
125_8293,055035-3,2018-3
125_8294,055032-9,2018-3
125_8295,055039-6,2018-1
125_8296,055037-0,2018-1
125_8297,055038-8,2018-1
125_8298,055036-1,2018-1
127_4277,063001-2,2008-1
127_4277,063001-2,2007-1
127_4277,063001-2,2006-1
127_4277,063001-2,2005-1
13_10091,011224-0,32000-1
13_10091,011224-0,2024-1
13_10091,011224-0,2023-1
13_10092,011225-9,32000-1
13_10092,011225-9,2024-1
13_10092,011225-9,2023-1
13_10093,011226-7,32000-1
13_10093,011226-7,2024-1
13_10093,011226-7,2023-1
13_10094,011227-5,32000-1
13_10094,011227-5,2023-1
13_10095,011228-3,32000-1
13_10095,011228-3,2023-1
13_10096,011222-4,32000-1
13_10096,011222-4,2024-1
13_10096,011222-4,2023-1
13_10097,011223-2,32000-1
13_10097,011223-2,2024-1
13_10097,011223-2,2023-1
13_283,011001-9,1995-1
13_283,011001-9,1994-1
13_283,011001-9,1993-1
13_283,011001-9,1992-1
13_284,011026-4,2001-1
13_284,011026-4,2000-1
13_284,011026-4,1999-1
13_284,011026-4,1998-1
13_285,011078-7,2007-1
13_285,011078-7,2006-1
13_285,011078-7,2005-1
13_286,011033-7,2002-1
13_286,011033-7,2001-1
13_286,011033-7,2000-1
13_286,011033-7,1999-1
13_287,011002-7,1993-1
13_287,011002-7,1992-1
13_288,011039-6,1993-1
13_288,011039-6,1992-1
13_289,011071-0,2011-1
13_289,011071-0,2010-1
13_289,011071-0,2009-1
13_289,011071-0,2008-1
13_289,011071-0,2007-1
13_289,011071-0,2006-1
13_289,011071-0,2005-1
13_289,011071-0,2004-1
13_289,011071-0,2003-1
13_290,011072-8,2012-1
13_290,011072-8,2011-1
13_290,011072-8,2010-1
13_290,011072-8,2009-1
13_290,011072-8,2008-1
13_290,011072-8,2007-1
13_290,011072-8,2006-1
13_290,011072-8,2005-1
13_290,011072-8,2004-1
13_290,011072-8,2003-1
13_291,011070-1,2010-1
13_291,011070-1,2009-1
13_291,011070-1,2008-1
13_291,011070-1,2007-1
13_291,011070-1,2006-1
13_291,011070-1,2005-1
13_291,011070-1,2004-1
13_291,011070-1,2003-1
13_291,011070-1,2002-1
13_292,011076-0,2005-1
13_292,011076-0,2004-1
13_293,011067-1,2008-1
13_293,011067-1,2007-1
13_293,011067-1,2006-1
13_293,011067-1,2005-1
13_293,011067-1,2004-1
13_293,011067-1,2003-1
13_293,011067-1,2002-1
13_293,011067-1,2001-1
13_294,011065-5,2003-1
13_294,011065-5,2002-1
13_294,011065-5,2001-1
13_295,011066-3,2012-1
13_295,011066-3,2011-1
13_295,011066-3,2010-1
13_295,011066-3,2009-1
13_295,011066-3,2008-1
13_295,011066-3,2007-1
13_295,011066-3,2006-1
13_295,011066-3,2005-1
13_295,011066-3,2004-1
13_295,011066-3,2003-1
13_295,011066-3,2002-1
13_295,011066-3,2001-1
13_296,011068-0,2002-1
13_296,011068-0,2001-1
13_297,011069-8,2008-1
13_297,011069-8,2007-1
13_297,011069-8,2006-1
13_297,011069-8,2005-1
13_297,011069-8,2004-1
13_297,011069-8,2003-1
13_297,011069-8,2002-1
13_297,011069-8,2001-1
13_298,011073-6,2005-1
13_298,011073-6,2004-1
13_298,011073-6,2003-1
13_299,011027-2,2001-1
13_299,011027-2,2000-1
13_299,011027-2,1999-1
13_299,011027-2,1998-1
13_300,011003-5,1997-1
13_300,011003-5,1996-1
13_300,011003-5,1995-1
13_301,011028-0,1998-3
13_301,011028-0,1995-3
13_302,011050-7,2009-3
13_302,011050-7,2008-3
13_302,011050-7,2007-3
13_302,011050-7,2006-3
13_302,011050-7,2005-3
13_302,011050-7,2004-3
13_302,011050-7,2003-3
13_302,011050-7,2002-3
13_302,011050-7,2001-3
13_302,011050-7,2000-3
13_303,011052-3,2000-3
13_304,011051-5,2005-3
13_304,011051-5,2003-3
13_304,011051-5,2001-3
13_304,011051-5,2000-3
13_305,011043-4,1997-1
13_305,011043-4,1996-1
13_305,011043-4,1995-1
13_305,011043-4,1994-1
13_306,011044-2,1997-1
13_307,011045-0,1997-1
13_307,011045-0,1996-1
13_308,011014-0,1999-1
13_308,011014-0,1998-1
13_308,011014-0,1997-1
13_309,011015-9,2001-1
13_309,011015-9,2000-1
13_309,011015-9,1999-1
13_309,011015-9,1998-1
13_309,011015-9,1997-1
13_309,011015-9,1996-1
13_309,011015-9,1995-1
13_310,011049-3,2001-1
13_310,011049-3,2000-1
13_310,011049-3,1999-1
13_310,011049-3,1998-1
13_310,011049-3,1997-1
13_310,011049-3,1996-1
13_311,011042-6,2000-1
13_311,011042-6,1999-1
13_311,011042-6,1998-1
13_312,011034-5,2000-1
13_312,011034-5,1999-1
13_312,011034-5,1998-1
13_313,011047-7,2001-1
13_313,011047-7,2000-1
13_313,011047-7,1999-1
13_313,011047-7,1998-1
13_314,011029-9,2002-1
13_314,011029-9,2001-1
13_314,011029-9,2000-1
13_314,011029-9,1999-1
13_314,011029-9,1998-1
13_315,011016-7,1999-1
13_315,011016-7,1998-1
13_315,011016-7,1997-1
13_315,011016-7,1996-1
13_316,011004-3,1998-1
13_316,011004-3,1997-1
13_316,011004-3,1996-1
13_316,011004-3,1995-1
13_317,011005-1,1998-1
13_317,011005-1,1997-1
13_317,011005-1,1996-1
13_317,011005-1,1995-1
13_317,011005-1,1994-1
13_318,011048-5,1998-1
13_318,011048-5,1997-1
13_318,011048-5,1996-1
13_318,011048-5,1995-1
13_318,011048-5,1994-1
13_319,011007-8,1997-1
13_319,011007-8,1996-1
13_319,011007-8,1995-1
13_319,011007-8,1994-1
13_319,011007-8,1993-1
13_319,011007-8,1992-1
13_320,011040-0,2000-1
13_320,011040-0,1999-1
13_320,011040-0,1998-1
13_320,011040-0,1997-1
13_321,011006-0,1995-1
13_321,011006-0,1994-1
13_321,011006-0,1993-1
13_321,011006-0,1992-1
13_322,011041-8,1995-1
13_322,011041-8,1994-1
13_322,011041-8,1993-1
13_322,011041-8,1992-1
13_323,011061-2,2001-1
13_324,011060-4,2001-1
13_325,011021-3,2001-1
13_325,011021-3,2000-1
13_325,011021-3,1999-1
13_325,011021-3,1998-1
13_326,011036-1,2003-1
13_326,011036-1,2002-1
13_326,011036-1,2001-1
13_326,011036-1,2000-1
13_326,011036-1,1999-1
13_327,011062-0,2003-1
13_327,011062-0,2002-1
13_327,011062-0,2001-1
13_328,011059-0,2003-1
13_328,011059-0,2002-1
13_328,011059-0,2001-1
13_329,011020-5,2001-1
13_329,011020-5,2000-1
13_329,011020-5,1999-1
13_329,011020-5,1998-1
13_330,011035-3,2003-1
13_330,011035-3,2001-1
13_330,011035-3,2000-1
13_330,011035-3,1999-1
13_331,011057-4,2001-1
13_332,011056-6,2001-1
13_333,011019-1,2000-1
13_333,011019-1,1999-1
13_333,011019-1,1998-1
13_334,011018-3,2001-1
13_334,011018-3,2000-1
13_334,011018-3,1999-1
13_334,011018-3,1998-1
13_335,011037-0,2003-1
13_335,011037-0,2002-1
13_335,011037-0,2001-1
13_335,011037-0,2000-1
13_335,011037-0,1999-1
13_336,011053-1,2003-1
13_336,011053-1,2002-1
13_336,011053-1,2001-1
13_337,011055-8,2003-1
13_337,011055-8,2002-1
13_337,011055-8,2001-1
13_338,011054-0,2003-1
13_338,011054-0,2002-1
13_338,011054-0,2001-1
13_339,011024-8,2001-1
13_339,011024-8,2000-1
13_339,011024-8,1999-1
13_339,011024-8,1998-1
13_340,011022-1,2001-1
13_340,011022-1,2000-1
13_340,011022-1,1999-1
13_340,011022-1,1998-1
13_341,011025-6,1999-1
13_341,011025-6,1998-1
13_342,011023-0,1999-1
13_342,011023-0,1998-1
13_343,011046-9,2001-1
13_343,011046-9,2000-1
13_343,011046-9,1999-1
13_344,011063-9,2010-1
13_344,011063-9,2009-1
13_344,011063-9,2008-1
13_344,011063-9,2007-1
13_344,011063-9,2006-1
13_344,011063-9,2005-1
13_344,011063-9,2004-1
13_344,011063-9,2003-1
13_344,011063-9,2002-1
13_344,011063-9,2001-1
13_345,011074-4,2011-1
13_345,011074-4,2010-1
13_345,011074-4,2009-1
13_345,011074-4,2008-1
13_345,011074-4,2007-1
13_345,011074-4,2006-1
13_345,011074-4,2005-1
13_345,011074-4,2004-1
13_346,011064-7,2010-1
13_346,011064-7,2009-1
13_346,011064-7,2008-1
13_346,011064-7,2007-1
13_346,011064-7,2006-1
13_346,011064-7,2005-1
13_346,011064-7,2004-1
13_346,011064-7,2003-1
13_346,011064-7,2002-1
13_346,011064-7,2001-1
13_347,011077-9,2012-1
13_347,011077-9,2011-1
13_347,011077-9,2010-1
13_347,011077-9,2009-1
13_347,011077-9,2008-1
13_347,011077-9,2007-1
13_347,011077-9,2006-1
13_347,011077-9,2005-1
13_348,011075-2,2010-1
13_348,011075-2,2009-1
13_348,011075-2,2008-1
13_348,011075-2,2007-1
13_348,011075-2,2006-1
13_348,011075-2,2005-1
13_348,011075-2,2004-1
13_349,011058-2,2002-1
13_349,011058-2,2001-1
13_350,011038-8,2001-1
13_350,011038-8,2000-1
13_350,011038-8,1999-1
13_351,011017-5,2002-1
13_351,011017-5,2001-1
13_351,011017-5,2000-1
13_351,011017-5,1999-1
13_351,011017-5,1998-1
13_352,011008-6,1998-1
13_352,011008-6,1997-1
13_352,011008-6,1996-1
13_352,011008-6,1995-1
13_352,011008-6,1994-1
13_352,011008-6,1993-1
13_352,011008-6,1992-1
13_353,011032-9,1997-1
13_353,011032-9,1996-1
13_354,011009-4,1998-1
13_354,011009-4,1997-1
13_354,011009-4,1996-1
13_354,011009-4,1995-1
13_355,011031-0,1998-1
13_355,011031-0,1997-1
13_355,011031-0,1996-1
13_356,011010-8,1998-1
13_356,011010-8,1997-1
13_356,011010-8,1996-1
13_356,011010-8,1995-1
13_356,011010-8,1994-1
13_356,011010-8,1993-1
13_3930,011079-5,2012-1
13_3930,011079-5,2011-1
13_3930,011079-5,2010-1
13_3930,011079-5,2009-1
13_3930,011079-5,2008-1
13_3930,011079-5,2007-1
13_3930,011079-5,2005-1
13_4054,011080-9,2011-1
13_4054,011080-9,2010-1
13_4054,011080-9,2009-1
13_4054,011080-9,2008-1
13_4054,011080-9,2007-1
13_4054,011080-9,2006-1
13_4159,011081-7,2009-1
13_4159,011081-7,2008-1
13_4159,011081-7,2007-1
13_4159,011081-7,2006-1
13_4159,011081-7,2005-1
13_4302,011082-5,2012-1
13_4302,011082-5,2011-1
13_4302,011082-5,2010-1
13_4302,011082-5,2009-1
13_4302,011082-5,2008-1
13_4302,011082-5,2007-1
13_4315,011083-3,2012-1
13_4315,011083-3,2011-1
13_4315,011083-3,2010-1
13_4315,011083-3,2009-1
13_4315,011083-3,2008-1
13_4315,011083-3,2007-1
13_4328,011084-1,2008-1
13_4328,011084-1,2007-1
13_4328,011084-1,2006-1
13_4397,011088-4,2013-1
13_4397,011088-4,2012-1
13_4397,011088-4,2011-1
13_4397,011088-4,2010-1
13_4397,011088-4,2009-1
13_4397,011088-4,2008-1
13_4397,011088-4,2007-1
13_4398,011087-6,2010-1
13_4398,011087-6,2009-1
13_4398,011087-6,2008-1
13_4398,011087-6,2007-1
13_4399,011086-8,2013-1
13_4399,011086-8,2012-1
13_4399,011086-8,2011-1
13_4399,011086-8,2010-1
13_4399,011086-8,2009-1
13_4399,011086-8,2008-1
13_4399,011086-8,2007-1
13_4400,011085-0,2013-1
13_4400,011085-0,2012-1
13_4400,011085-0,2011-1
13_4400,011085-0,2010-1
13_4400,011085-0,2009-1
13_4400,011085-0,2008-1
13_4400,011085-0,2007-1
13_4667,011089-2,2014-1
13_4667,011089-2,2013-1
13_4667,011089-2,2012-1
13_4667,011089-2,2011-1
13_4667,011089-2,2010-1
13_4667,011089-2,2009-1
13_4667,011089-2,2008-1
13_4667,011089-2,2007-1
13_4761,011091-4,2012-1
13_4761,011091-4,2011-1
13_4761,011091-4,2010-1
13_4761,011091-4,2009-1
13_4761,011091-4,2008-1
13_4762,011090-6,2010-1
13_4762,011090-6,2009-1
13_4824,011092-2,2014-1
13_4824,011092-2,2013-1
13_4824,011092-2,2012-1
13_4824,011092-2,2011-1
13_4824,011092-2,2010-1
13_4824,011092-2,2009-1
13_4845,011095-7,2014-1
13_4845,011095-7,2013-1
13_4845,011095-7,2012-1
13_4845,011095-7,2011-1
13_4845,011095-7,2010-1
13_4845,011095-7,2009-1
13_4846,011093-0,2013-1
13_4846,011093-0,2012-1
13_4846,011093-0,2011-1
13_4846,011093-0,2010-1
13_4846,011093-0,2009-1
13_4847,011094-9,2013-1
13_4847,011094-9,2012-1
13_4847,011094-9,2011-1
13_4847,011094-9,2010-1
13_4847,011094-9,2009-1
13_4888,011097-3,2013-1
13_4888,011097-3,2012-1
13_4888,011097-3,2011-1
13_4888,011097-3,2010-1
13_4888,011097-3,2009-1
13_4889,011096-5,2010-1
13_4937,011098-1,2012-1
13_4937,011098-1,2011-1
13_4937,011098-1,2010-1
13_4937,011098-1,2009-1
13_4937,011098-1,2008-1
13_5103,011099-0,2017-3
13_5103,011099-0,2016-3
13_5103,011099-0,2015-3
13_5103,011099-0,2014-3
13_5103,011099-0,2013-3
13_5103,011099-0,2012-3
13_5103,011099-0,2011-3
13_5103,011099-0,2010-3
13_5140,011100-7,2017-3
13_5140,011100-7,2015-3
13_5140,011100-7,2014-3
13_5140,011100-7,2013-3
13_5140,011100-7,2012-3
13_5140,011100-7,2011-3
13_5140,011100-7,2010-3
13_5337,011103-1,2015-1
13_5337,011103-1,2014-1
13_5337,011103-1,2013-1
13_5337,011103-1,2012-1
13_5337,011103-1,2011-1
13_5338,011101-5,2012-1
13_5338,011101-5,2011-1
13_5339,011102-3,2014-1
13_5339,011102-3,2013-1
13_5339,011102-3,2012-1
13_5339,011102-3,2011-1
13_5411,011104-0,2016-3
13_5411,011104-0,2015-3
13_5411,011104-0,2014-3
13_5411,011104-0,2013-3
13_5411,011104-0,2012-3
13_5411,011104-0,2011-3
13_5551,011107-4,2015-1
13_5551,011107-4,2014-1
13_5551,011107-4,2013-1
13_5551,011107-4,2012-1
13_5552,011105-8,2012-1
13_5552,011105-8,2011-1
13_5553,011106-6,2012-1
13_5553,011106-6,2011-1
13_5609,011109-0,2015-1
13_5609,011109-0,2014-1
13_5609,011109-0,2013-1
13_5609,011109-0,2012-1
13_5609,011109-0,2011-1
13_5610,011108-2,2014-1
13_5610,011108-2,2013-1
13_5610,011108-2,2012-1
13_5610,011108-2,2011-1
13_5611,011111-2,2015-1
13_5611,011111-2,2014-1
13_5611,011111-2,2013-1
13_5611,011111-2,2012-1
13_5612,011110-4,2014-1
13_5612,011110-4,2013-1
13_5612,011110-4,2012-1
13_5612,011110-4,2011-1
13_5659,011112-0,2015-3
13_5659,011112-0,2014-3
13_5659,011112-0,2013-3
13_5659,011112-0,2012-3
13_5659,011112-0,2011-3
13_6050,011113-9,2014-1
13_6050,011113-9,2013-1
13_6050,011113-9,2012-1
13_6092,011114-7,2014-1
13_6092,011114-7,2013-1
13_6092,011114-7,2012-1
13_6093,011115-5,2014-1
13_6093,011115-5,2013-1
13_6152,011119-8,2020-1
13_6152,011119-8,2019-1
13_6152,011119-8,2018-1
13_6152,011119-8,2017-1
13_6152,011119-8,2016-1
13_6152,011119-8,2015-1
13_6152,011119-8,2014-1
13_6152,011119-8,2013-1
13_6153,011118-0,2015-1
13_6153,011118-0,2014-1
13_6153,011118-0,2013-1
13_6154,011116-3,2017-1
13_6154,011116-3,2016-1
13_6154,011116-3,2015-1
13_6154,011116-3,2014-1
13_6154,011116-3,2013-1
13_6154,011116-3,2012-1
13_6155,011117-1,2017-1
13_6155,011117-1,2016-1
13_6155,011117-1,2015-1
13_6155,011117-1,2014-1
13_6155,011117-1,2013-1
13_6295,011120-1,2014-1
13_6295,011120-1,2013-1
13_6347,011121-0,2014-1
13_6347,011121-0,2013-1
13_6347,011121-0,2012-1
13_6418,011126-0,2014-1
13_6418,011126-0,2013-1
13_6419,011122-8,2014-1
13_6419,011122-8,2013-1
13_6420,011124-4,2014-1
13_6420,011124-4,2013-1
13_6421,011123-6,2014-1
13_6421,011123-6,2013-1
13_6559,011127-9,2014-1
13_6559,011127-9,2010-1
13_6574,011133-3,2014-1
13_6575,011132-5,2015-1
13_6575,011132-5,2014-1
13_6576,011131-7,2015-1
13_6576,011131-7,2014-1
13_6577,011128-7,2015-1
13_6577,011128-7,2014-1
13_6578,011130-9,2016-1
13_6578,011130-9,2015-1
13_6578,011130-9,2014-1
13_6579,011129-5,2016-1
13_6579,011129-5,2015-1
13_6579,011129-5,2014-1
13_6580,011134-1,2014-1
13_6737,011135-0,2014-1
13_6738,011136-8,2014-1
13_6770,011143-0,2015-1
13_6771,011144-9,2015-1
13_6772,011142-2,2016-1
13_6772,011142-2,2015-1
13_6773,011141-4,2015-1
13_6773,011141-4,2014-1
13_6774,011140-6,2015-1
13_6775,011139-2,2015-1
13_6775,011139-2,2014-1
13_6775,011139-2,2013-1
13_6775,011139-2,2012-1
13_6776,011138-4,2018-1
13_6776,011138-4,2017-1
13_6776,011138-4,2016-1
13_6776,011138-4,2015-1
13_6777,011137-6,2014-1
13_6835,011145-7,2017-1
13_6835,011145-7,2016-1
13_6835,011145-7,2015-1
13_6884,011146-5,2015-1
13_7067,011149-0,2017-1
13_7067,011149-0,2016-1
13_7067,011149-0,2015-1
13_7068,011147-3,2016-1
13_7068,011147-3,2015-1
13_7069,011148-1,2016-1
13_7069,011148-1,2015-1
13_7090,011153-8,2015-1
13_7091,011152-0,2015-1
13_7092,011150-3,2015-1
13_7093,011151-1,2015-1
13_7094,011156-2,2018-1
13_7094,011156-2,2017-1
13_7094,011156-2,2016-1
13_7094,011156-2,2015-1
13_7095,011155-4,2016-1
13_7095,011155-4,2015-1
13_7096,011154-6,2018-1
13_7096,011154-6,2017-1
13_7096,011154-6,2016-1
13_7096,011154-6,2015-1
13_7118,011157-0,2018-1
13_7118,011157-0,2017-1
13_7118,011157-0,2016-1
13_7118,011157-0,2015-1
13_7370,011158-9,2016-1
13_7420,011164-3,2018-1
