ano_modelo,name,code_marca,code_modelos
1997-3,1997 Diesel,22,741
1996-3,1996 Diesel,22,741
1998-1,1998 Gasolina,22,742
1997-1,1997 Gasolina,22,742
1996-1,1996 Gasolina,22,742
1998-1,1998 Gasolina,22,743
1997-1,1997 Gasolina,22,743
1996-1,1996 Gasolina,22,743
1998-3,1998 Diesel,22,744
1997-3,1997 Diesel,22,744
1996-3,1996 Diesel,22,744
1998-3,1998 Diesel,22,745
1997-3,1997 Diesel,22,745
1998-3,1998 Diesel,22,746
1997-3,1997 Diesel,22,746
1996-3,1996 Diesel,22,746
1998-3,1998 Diesel,22,747
1997-3,1997 Diesel,22,747
1996-3,1996 Diesel,22,747
1998-1,1998 Gasolina,22,748
1997-1,1997 Gasolina,22,748
1996-1,1996 Gasolina,22,748
1998-3,1998 Diesel,22,749
1997-3,1997 Diesel,22,749
1998-1,1998 Gasolina,22,750
1997-1,1997 Gasolina,22,750
32000-1,32000 Gasolina,22,10398
2023-1,2023 Gasolina,22,10398
32000-1,32000 Gasolina,22,10399
2023-1,2023 Gasolina,22,10399
2002-1,2002 Gasolina,22,751
1998-1,1998 Gasolina,22,751
1997-1,1997 Gasolina,22,751
1996-1,1996 Gasolina,22,751
2002-1,2002 Gasolina,22,752
1999-1,1999 Gasolina,22,752
1998-1,1998 Gasolina,22,752
1997-1,1997 Gasolina,22,752
1996-1,1996 Gasolina,22,752
1999-1,1999 Gasolina,22,753
1998-1,1998 Gasolina,22,753
1997-1,1997 Gasolina,22,753
1999-1,1999 Gasolina,22,754
1998-1,1998 Gasolina,22,754
1997-1,1997 Gasolina,22,754
1995-1,1995 Gasolina,22,754
1994-1,1994 Gasolina,22,754
2011-3,2011 Diesel,22,5191
2010-3,2010 Diesel,22,5191
2012-3,2012 Diesel,22,6032
2011-3,2011 Diesel,22,6032
2010-3,2010 Diesel,22,6032
2009-3,2009 Diesel,22,6032
2008-3,2008 Diesel,22,6032
2007-3,2007 Diesel,22,6032
2012-3,2012 Diesel,22,4161
2011-3,2011 Diesel,22,4161
2010-3,2010 Diesel,22,4161
2009-3,2009 Diesel,22,4161
2008-3,2008 Diesel,22,4161
2007-3,2007 Diesel,22,4161
1999-3,1999 Diesel,22,755
1998-3,1998 Diesel,22,755
2006-3,2006 Diesel,22,756
2005-3,2005 Diesel,22,756
2004-3,2004 Diesel,22,756
2003-3,2003 Diesel,22,756
2002-3,2002 Diesel,22,756
2001-3,2001 Diesel,22,756
2000-3,2000 Diesel,22,756
1999-3,1999 Diesel,22,756
1998-3,1998 Diesel,22,756
1999-1,1999 Gasolina,22,757
1998-1,1998 Gasolina,22,757
2006-3,2006 Diesel,22,758
2005-3,2005 Diesel,22,758
2004-3,2004 Diesel,22,758
2003-3,2003 Diesel,22,758
2002-3,2002 Diesel,22,758
2001-3,2001 Diesel,22,758
2000-3,2000 Diesel,22,758
1999-3,1999 Diesel,22,758
1998-3,1998 Diesel,22,758
2011-3,2011 Diesel,22,4162
2010-3,2010 Diesel,22,4162
2009-3,2009 Diesel,22,4162
2008-3,2008 Diesel,22,4162
2007-3,2007 Diesel,22,4162
2011-3,2011 Diesel,22,4163
2010-3,2010 Diesel,22,4163
2009-3,2009 Diesel,22,4163
2008-3,2008 Diesel,22,4163
2007-3,2007 Diesel,22,4163
2011-3,2011 Diesel,22,4164
2010-3,2010 Diesel,22,4164
2009-3,2009 Diesel,22,4164
2008-3,2008 Diesel,22,4164
2007-3,2007 Diesel,22,4164
2011-3,2011 Diesel,22,4165
2010-3,2010 Diesel,22,4165
2009-3,2009 Diesel,22,4165
2008-3,2008 Diesel,22,4165
2007-3,2007 Diesel,22,4165
2011-3,2011 Diesel,22,762
2010-3,2010 Diesel,22,762
2009-3,2009 Diesel,22,762
2008-3,2008 Diesel,22,762
2007-3,2007 Diesel,22,762
2000-3,2000 Diesel,22,762
1999-3,1999 Diesel,22,762
1998-3,1998 Diesel,22,762
2011-3,2011 Diesel,22,4056
2010-3,2010 Diesel,22,4056
2009-3,2009 Diesel,22,4056
2008-3,2008 Diesel,22,4056
2007-3,2007 Diesel,22,4056
2011-3,2011 Diesel,22,4057
2010-3,2010 Diesel,22,4057
2009-3,2009 Diesel,22,4057
2008-3,2008 Diesel,22,4057
2007-3,2007 Diesel,22,4057
2006-3,2006 Diesel,22,759
2005-3,2005 Diesel,22,759
2004-3,2004 Diesel,22,759
2006-3,2006 Diesel,22,760
2005-3,2005 Diesel,22,760
2004-3,2004 Diesel,22,760
2003-3,2003 Diesel,22,760
2002-3,2002 Diesel,22,760
2001-3,2001 Diesel,22,760
2000-3,2000 Diesel,22,760
1999-3,1999 Diesel,22,760
2003-1,2003 Gasolina,22,761
2002-1,2002 Gasolina,22,761
2001-1,2001 Gasolina,22,761
2000-1,2000 Gasolina,22,761
1999-1,1999 Gasolina,22,761
1998-1,1998 Gasolina,22,761
2001-3,2001 Diesel,22,763
2000-3,2000 Diesel,22,763
1999-3,1999 Diesel,22,763
1998-3,1998 Diesel,22,763
2002-3,2002 Diesel,22,764
2001-3,2001 Diesel,22,764
2000-1,2000 Gasolina,22,765
1999-1,1999 Gasolina,22,765
1998-1,1998 Gasolina,22,765
2010-3,2010 Diesel,22,4058
2009-3,2009 Diesel,22,4058
2008-3,2008 Diesel,22,4058
2007-3,2007 Diesel,22,4058
2011-3,2011 Diesel,22,766
2010-3,2010 Diesel,22,766
2009-3,2009 Diesel,22,766
2008-3,2008 Diesel,22,766
2007-3,2007 Diesel,22,766
2001-3,2001 Diesel,22,766
2000-3,2000 Diesel,22,766
1999-3,1999 Diesel,22,766
1998-3,1998 Diesel,22,766
2011-3,2011 Diesel,22,4059
2010-3,2010 Diesel,22,4059
2009-3,2009 Diesel,22,4059
2008-3,2008 Diesel,22,4059
2007-3,2007 Diesel,22,4059
2011-3,2011 Diesel,22,4060
2010-3,2010 Diesel,22,4060
2009-3,2009 Diesel,22,4060
2008-3,2008 Diesel,22,4060
2007-3,2007 Diesel,22,4060
2006-3,2006 Diesel,22,767
2005-3,2005 Diesel,22,767
2004-3,2004 Diesel,22,767
2006-3,2006 Diesel,22,768
2005-3,2005 Diesel,22,768
2004-3,2004 Diesel,22,768
2003-3,2003 Diesel,22,768
2002-3,2002 Diesel,22,768
2001-3,2001 Diesel,22,768
2000-3,2000 Diesel,22,768
1999-3,1999 Diesel,22,768
2003-1,2003 Gasolina,22,769
2002-1,2002 Gasolina,22,769
2001-1,2001 Gasolina,22,769
2000-1,2000 Gasolina,22,769
1999-1,1999 Gasolina,22,769
1998-1,1998 Gasolina,22,769
2013-1,2013 Gasolina,22,4135
2012-1,2012 Gasolina,22,4135
2011-1,2011 Gasolina,22,4135
2010-1,2010 Gasolina,22,4135
2009-1,2009 Gasolina,22,4135
2008-1,2008 Gasolina,22,4135
2007-1,2007 Gasolina,22,4135
2000-1,2000 Gasolina,22,770
1999-1,1999 Gasolina,22,770
1998-1,1998 Gasolina,22,770
1997-1,1997 Gasolina,22,770
1996-1,1996 Gasolina,22,770
1996-1,1996 Gasolina,22,771
1995-1,1995 Gasolina,22,771
2016-1,2016 Gasolina,22,6422
2015-1,2015 Gasolina,22,6422
2014-1,2014 Gasolina,22,6422
2013-1,2013 Gasolina,22,6422
2016-1,2016 Gasolina,22,6423
2015-1,2015 Gasolina,22,6423
2014-1,2014 Gasolina,22,6423
2013-1,2013 Gasolina,22,6423
2016-1,2016 Gasolina,22,6424
2015-1,2015 Gasolina,22,6424
2014-1,2014 Gasolina,22,6424
2013-1,2013 Gasolina,22,6424
2013-1,2013 Gasolina,22,772
2012-1,2012 Gasolina,22,772
2011-1,2011 Gasolina,22,772
2010-1,2010 Gasolina,22,772
2009-1,2009 Gasolina,22,772
2008-1,2008 Gasolina,22,772
2007-1,2007 Gasolina,22,772
2006-1,2006 Gasolina,22,772
2005-1,2005 Gasolina,22,772
2000-1,2000 Gasolina,22,773
1999-1,1999 Gasolina,22,773
1998-1,1998 Gasolina,22,773
2000-1,2000 Gasolina,22,774
1999-1,1999 Gasolina,22,774
1998-1,1998 Gasolina,22,774
2004-1,2004 Gasolina,22,775
2003-1,2003 Gasolina,22,775
1999-1,1999 Gasolina,22,776
1998-1,1998 Gasolina,22,776
1997-1,1997 Gasolina,22,776
1996-1,1996 Gasolina,22,776
1999-1,1999 Gasolina,22,777
1998-1,1998 Gasolina,22,777
1997-1,1997 Gasolina,22,777
1996-1,1996 Gasolina,22,777
2000-1,2000 Gasolina,22,778
1999-1,1999 Gasolina,22,778
1998-1,1998 Gasolina,22,778
1997-1,1997 Gasolina,22,778
1996-1,1996 Gasolina,22,778
2002-1,2002 Gasolina,22,779
2001-1,2001 Gasolina,22,779
2000-1,2000 Gasolina,22,779
2002-1,2002 Gasolina,22,780
2001-1,2001 Gasolina,22,780
2000-1,2000 Gasolina,22,780
2002-1,2002 Gasolina,22,781
2001-1,2001 Gasolina,22,781
2000-1,2000 Gasolina,22,781
2002-1,2002 Gasolina,22,782
2001-1,2001 Gasolina,22,782
2000-1,2000 Gasolina,22,782
2002-1,2002 Gasolina,22,783
2001-1,2001 Gasolina,22,783
2000-1,2000 Gasolina,22,783
2007-1,2007 Gasolina,22,784
2006-1,2006 Gasolina,22,784
2005-1,2005 Gasolina,22,784
2004-1,2004 Gasolina,22,784
2003-1,2003 Gasolina,22,784
2014-1,2014 Gasolina,22,6425
2014-1,2014 Gasolina,22,6426
2019-1,2019 Gasolina,22,5668
2018-1,2018 Gasolina,22,5668
2017-1,2017 Gasolina,22,5668
2013-1,2013 Gasolina,22,5668
2012-1,2012 Gasolina,22,5668
2011-1,2011 Gasolina,22,5668
2014-1,2014 Gasolina,22,6427
2019-1,2019 Gasolina,22,8148
2018-1,2018 Gasolina,22,8148
2017-1,2017 Gasolina,22,8008
2019-1,2019 Gasolina,22,7753
2018-1,2018 Gasolina,22,7753
2017-1,2017 Gasolina,22,7753
2013-1,2013 Gasolina,22,785
2012-1,2012 Gasolina,22,785
2011-1,2011 Gasolina,22,785
2010-1,2010 Gasolina,22,785
2009-1,2009 Gasolina,22,785
2008-1,2008 Gasolina,22,785
2007-1,2007 Gasolina,22,785
2006-1,2006 Gasolina,22,785
2005-1,2005 Gasolina,22,785
2007-1,2007 Gasolina,22,786
2006-1,2006 Gasolina,22,786
2005-1,2005 Gasolina,22,786
2006-1,2006 Gasolina,22,787
2005-1,2005 Gasolina,22,787
2017-1,2017 Gasolina,22,6523
2016-1,2016 Gasolina,22,6523
2015-1,2015 Gasolina,22,6523
2014-1,2014 Gasolina,22,6523
2013-1,2013 Gasolina,22,4136
2012-1,2012 Gasolina,22,4136
2011-1,2011 Gasolina,22,4136
2010-1,2010 Gasolina,22,4136
2009-1,2009 Gasolina,22,4136
2008-1,2008 Gasolina,22,4136
2007-1,2007 Gasolina,22,4136
2016-1,2016 Gasolina,22,6521
2015-1,2015 Gasolina,22,6521
2014-1,2014 Gasolina,22,6521
2016-1,2016 Gasolina,22,6522
2015-1,2015 Gasolina,22,6522
2014-1,2014 Gasolina,22,6522
2014-1,2014 Gasolina,22,6428
2014-1,2014 Gasolina,22,6429
2014-1,2014 Gasolina,22,5345
2013-1,2013 Gasolina,22,5345
2012-1,2012 Gasolina,22,5345
2011-1,2011 Gasolina,22,5345
2014-1,2014 Gasolina,22,6430
2017-1,2017 Gasolina,22,8047
2017-1,2017 Gasolina,22,8048
2004-1,2004 Gasolina,22,788
2003-1,2003 Gasolina,22,788
2002-1,2002 Gasolina,22,788
2004-1,2004 Gasolina,22,789
2003-1,2003 Gasolina,22,789
2002-1,2002 Gasolina,22,789
2015-1,2015 Gasolina,22,6524
2014-1,2014 Gasolina,22,6524
2017-1,2017 Gasolina,22,8009
2019-1,2019 Gasolina,22,7659
2018-1,2018 Gasolina,22,7659
2017-1,2017 Gasolina,22,7659
2019-1,2019 Gasolina,22,7660
2018-1,2018 Gasolina,22,7660
2017-1,2017 Gasolina,22,7660
2019-1,2019 Gasolina,22,8177
2018-1,2018 Gasolina,22,8177
2017-1,2017 Gasolina,22,7754
2000-1,2000 Gasolina,22,790
2016-1,2016 Gasolina,22,7184
2015-1,2015 Gasolina,22,7184
2000-1,2000 Gasolina,22,791
2003-1,2003 Gasolina,22,792
2002-1,2002 Gasolina,22,792
2001-1,2001 Gasolina,22,792
2004-1,2004 Gasolina,22,793
2003-1,2003 Gasolina,22,793
2002-1,2002 Gasolina,22,793
2007-1,2007 Gasolina,22,794
2006-1,2006 Gasolina,22,794
2005-1,2005 Gasolina,22,794
2004-1,2004 Gasolina,22,794
2003-1,2003 Gasolina,22,794
2002-1,2002 Gasolina,22,794
2006-1,2006 Gasolina,22,795
2005-1,2005 Gasolina,22,795
2004-1,2004 Gasolina,22,795
2003-1,2003 Gasolina,22,795
2019-1,2019 Gasolina,22,6431
2018-1,2018 Gasolina,22,6431
2017-1,2017 Gasolina,22,6431
2016-1,2016 Gasolina,22,6431
2015-1,2015 Gasolina,22,6431
2014-1,2014 Gasolina,22,6431
2013-1,2013 Gasolina,22,6431
2018-1,2018 Gasolina,22,7661
2017-1,2017 Gasolina,22,7661
2016-1,2016 Gasolina,22,7661
2017-1,2017 Gasolina,22,6432
2016-1,2016 Gasolina,22,6432
2015-1,2015 Gasolina,22,6432
2014-1,2014 Gasolina,22,6432
2013-1,2013 Gasolina,22,6432
2010-1,2010 Gasolina,22,4409
2009-1,2009 Gasolina,22,4409
2008-1,2008 Gasolina,22,4409
2010-1,2010 Gasolina,22,4410
2009-1,2009 Gasolina,22,4410
2008-1,2008 Gasolina,22,4410
2016-1,2016 Gasolina,22,6610
2015-1,2015 Gasolina,22,6610
2014-1,2014 Gasolina,22,6610
2019-1,2019 Gasolina,22,796
2018-1,2018 Gasolina,22,796
2017-1,2017 Gasolina,22,796
2016-1,2016 Gasolina,22,796
2015-1,2015 Gasolina,22,796
2014-1,2014 Gasolina,22,796
2013-1,2013 Gasolina,22,796
2012-1,2012 Gasolina,22,796
2011-1,2011 Gasolina,22,796
2010-1,2010 Gasolina,22,796
2009-1,2009 Gasolina,22,796
2008-1,2008 Gasolina,22,796
2007-1,2007 Gasolina,22,796
2006-1,2006 Gasolina,22,796
2005-1,2005 Gasolina,22,796
2004-1,2004 Gasolina,22,796
2003-1,2003 Gasolina,22,796
2003-1,2003 Gasolina,22,797
2002-1,2002 Gasolina,22,797
2001-1,2001 Gasolina,22,797
2013-1,2013 Gasolina,22,798
2012-1,2012 Gasolina,22,798
2011-1,2011 Gasolina,22,798
2010-1,2010 Gasolina,22,798
2009-1,2009 Gasolina,22,798
2008-1,2008 Gasolina,22,798
2007-1,2007 Gasolina,22,798
2006-1,2006 Gasolina,22,798
2005-1,2005 Gasolina,22,798
2004-1,2004 Gasolina,22,798
2003-1,2003 Gasolina,22,798
2002-1,2002 Gasolina,22,798
2001-1,2001 Gasolina,22,798
2019-1,2019 Gasolina,22,799
2018-1,2018 Gasolina,22,799
2017-1,2017 Gasolina,22,799
2016-1,2016 Gasolina,22,799
2015-1,2015 Gasolina,22,799
2014-1,2014 Gasolina,22,799
2013-1,2013 Gasolina,22,799
2012-1,2012 Gasolina,22,799
2011-1,2011 Gasolina,22,799
2010-1,2010 Gasolina,22,799
2009-1,2009 Gasolina,22,799
2008-1,2008 Gasolina,22,799
2007-1,2007 Gasolina,22,799
2006-1,2006 Gasolina,22,799
2005-1,2005 Gasolina,22,799
2004-1,2004 Gasolina,22,799
2019-1,2019 Gasolina,22,7284
2018-1,2018 Gasolina,22,7284
2017-1,2017 Gasolina,22,7284
2016-1,2016 Gasolina,22,7284
2019-1,2019 Gasolina,22,7285
2018-1,2018 Gasolina,22,7285
2017-1,2017 Gasolina,22,7285
2016-1,2016 Gasolina,22,7285
2011-1,2011 Gasolina,22,800
2010-1,2010 Gasolina,22,800
2009-1,2009 Gasolina,22,800
2008-1,2008 Gasolina,22,800
2007-1,2007 Gasolina,22,800
2006-1,2006 Gasolina,22,800
2005-1,2005 Gasolina,22,800
2004-1,2004 Gasolina,22,800
2003-1,2003 Gasolina,22,800
2011-1,2011 Gasolina,22,801
2010-1,2010 Gasolina,22,801
2009-1,2009 Gasolina,22,801
2008-1,2008 Gasolina,22,801
2007-1,2007 Gasolina,22,801
2006-1,2006 Gasolina,22,801
2005-1,2005 Gasolina,22,801
2004-1,2004 Gasolina,22,801
2003-1,2003 Gasolina,22,801
2002-1,2002 Gasolina,22,801
2001-1,2001 Gasolina,22,801
2011-1,2011 Gasolina,22,802
2010-1,2010 Gasolina,22,802
2009-1,2009 Gasolina,22,802
2008-1,2008 Gasolina,22,802
2007-1,2007 Gasolina,22,802
2006-1,2006 Gasolina,22,802
2005-1,2005 Gasolina,22,802
2004-1,2004 Gasolina,22,802
2003-1,2003 Gasolina,22,802
2002-1,2002 Gasolina,22,802
2011-1,2011 Gasolina,22,803
2010-1,2010 Gasolina,22,803
2009-1,2009 Gasolina,22,803
2008-1,2008 Gasolina,22,803
2007-1,2007 Gasolina,22,803
2006-1,2006 Gasolina,22,803
2005-1,2005 Gasolina,22,803
2004-1,2004 Gasolina,22,803
2003-1,2003 Gasolina,22,803
2002-1,2002 Gasolina,22,803
2001-1,2001 Gasolina,22,803
2015-1,2015 Gasolina,22,5450
2014-1,2014 Gasolina,22,5450
2013-1,2013 Gasolina,22,5450
2012-1,2012 Gasolina,22,5450
2011-1,2011 Gasolina,22,5450
2015-1,2015 Gasolina,22,7687
2014-1,2014 Gasolina,22,7687
2014-1,2014 Gasolina,22,804
2013-1,2013 Gasolina,22,804
2012-1,2012 Gasolina,22,804
2011-1,2011 Gasolina,22,804
2010-1,2010 Gasolina,22,804
2009-1,2009 Gasolina,22,804
2008-1,2008 Gasolina,22,804
2007-1,2007 Gasolina,22,804
2006-1,2006 Gasolina,22,804
2005-1,2005 Gasolina,22,804
2004-1,2004 Gasolina,22,804
2004-1,2004 Gasolina,22,805
2003-1,2003 Gasolina,22,805
2013-1,2013 Gasolina,22,806
2012-1,2012 Gasolina,22,806
2011-1,2011 Gasolina,22,806
2010-1,2010 Gasolina,22,806
2009-1,2009 Gasolina,22,806
2008-1,2008 Gasolina,22,806
2007-1,2007 Gasolina,22,806
2006-1,2006 Gasolina,22,806
2005-1,2005 Gasolina,22,806
2004-1,2004 Gasolina,22,806
2003-1,2003 Gasolina,22,806
2002-1,2002 Gasolina,22,806
2001-1,2001 Gasolina,22,806
2016-1,2016 Gasolina,22,807
2015-1,2015 Gasolina,22,807
2014-1,2014 Gasolina,22,807
2013-1,2013 Gasolina,22,807
2012-1,2012 Gasolina,22,807
2011-1,2011 Gasolina,22,807
2010-1,2010 Gasolina,22,807
2009-1,2009 Gasolina,22,807
2008-1,2008 Gasolina,22,807
2007-1,2007 Gasolina,22,807
2006-1,2006 Gasolina,22,807
2005-1,2005 Gasolina,22,807
2004-1,2004 Gasolina,22,807
2003-1,2003 Gasolina,22,807
2019-1,2019 Gasolina,22,5451
2018-1,2018 Gasolina,22,5451
2017-1,2017 Gasolina,22,5451
2016-1,2016 Gasolina,22,5451
2015-1,2015 Gasolina,22,5451
2014-1,2014 Gasolina,22,5451
2013-1,2013 Gasolina,22,5451
2012-1,2012 Gasolina,22,5451
2011-1,2011 Gasolina,22,5451
2010-1,2010 Gasolina,22,5451
2013-1,2013 Gasolina,22,5452
2012-1,2012 Gasolina,22,5452
2011-1,2011 Gasolina,22,5452
2010-1,2010 Gasolina,22,5452
1986-1,1986 Gasolina,22,808
1985-1,1985 Gasolina,22,808
1991-3,1991 Diesel,22,809
1990-3,1990 Diesel,22,809
1989-3,1989 Diesel,22,809
1988-3,1988 Diesel,22,809
1987-3,1987 Diesel,22,809
1986-3,1986 Diesel,22,809
1985-3,1985 Diesel,22,809
1991-3,1991 Diesel,22,810
1990-3,1990 Diesel,22,810
1989-3,1989 Diesel,22,810
1988-3,1988 Diesel,22,810
1987-3,1987 Diesel,22,810
1986-3,1986 Diesel,22,810
1985-3,1985 Diesel,22,810
2012-1,2012 Gasolina,22,10006
2011-1,2011 Gasolina,22,10006
2010-1,2010 Gasolina,22,10006
2016-1,2016 Gasolina,22,6381
2015-1,2015 Gasolina,22,6381
2014-1,2014 Gasolina,22,6381
2013-1,2013 Gasolina,22,6381
2018-1,2018 Gasolina,22,7826
2017-1,2017 Gasolina,22,7826
2019-1,2019 Gasolina,22,7755
2018-1,2018 Gasolina,22,7755
2017-1,2017 Gasolina,22,7755
2009-1,2009 Gasolina,22,4061
2008-1,2008 Gasolina,22,4061
2007-1,2007 Gasolina,22,4061
2006-1,2006 Gasolina,22,4061
2012-1,2012 Gasolina,22,4922
2011-1,2011 Gasolina,22,4922
2010-1,2010 Gasolina,22,4922
2012-1,2012 Gasolina,22,5622
2011-1,2011 Gasolina,22,5622
2012-1,2012 Gasolina,22,4923
2011-1,2011 Gasolina,22,4923
2010-1,2010 Gasolina,22,4923
2019-1,2019 Gasolina,22,10007
2018-1,2018 Gasolina,22,10007
2017-1,2017 Gasolina,22,10007
2016-1,2016 Gasolina,22,10007
2015-1,2015 Gasolina,22,10007
2014-1,2014 Gasolina,22,10007
2013-1,2013 Gasolina,22,10007
2019-1,2019 Gasolina,22,6324
2018-1,2018 Gasolina,22,6324
2017-1,2017 Gasolina,22,6324
2016-1,2016 Gasolina,22,6324
2015-1,2015 Gasolina,22,6324
2014-1,2014 Gasolina,22,6324
2013-1,2013 Gasolina,22,6324
2018-1,2018 Gasolina,22,6382
2017-1,2017 Gasolina,22,6382
2016-1,2016 Gasolina,22,6382
2015-1,2015 Gasolina,22,6382
2014-1,2014 Gasolina,22,6382
2013-1,2013 Gasolina,22,6382
1989-3,1989 Diesel,22,811
1988-3,1988 Diesel,22,811
1987-3,1987 Diesel,22,811
1986-3,1986 Diesel,22,811
1995-3,1995 Diesel,22,812
1994-3,1994 Diesel,22,812
1993-3,1993 Diesel,22,812
1992-3,1992 Diesel,22,812
1991-3,1991 Diesel,22,812
1990-3,1990 Diesel,22,812
1989-3,1989 Diesel,22,812
1988-3,1988 Diesel,22,812
1987-3,1987 Diesel,22,812
1986-3,1986 Diesel,22,812
2013-1,2013 Gasolina,22,4514
2012-1,2012 Gasolina,22,4514
2011-1,2011 Gasolina,22,4514
2010-1,2010 Gasolina,22,4514
2009-1,2009 Gasolina,22,4514
2008-1,2008 Gasolina,22,4514
2021-1,2021 Gasolina,22,8744
2020-1,2020 Gasolina,22,8744
2021-1,2021 Gasolina,22,8149
2020-1,2020 Gasolina,22,8149
2019-1,2019 Gasolina,22,8149
2018-1,2018 Gasolina,22,8149
2021-1,2021 Gasolina,22,6915
2020-1,2020 Gasolina,22,6915
2019-1,2019 Gasolina,22,6915
2018-1,2018 Gasolina,22,6915
2017-1,2017 Gasolina,22,6915
2016-1,2016 Gasolina,22,6915
2015-1,2015 Gasolina,22,6915
2019-1,2019 Gasolina,22,6914
2018-1,2018 Gasolina,22,6914
2017-1,2017 Gasolina,22,6914
2016-1,2016 Gasolina,22,6914
2015-1,2015 Gasolina,22,6914
2018-1,2018 Gasolina,22,8122
2011-1,2011 Gasolina,22,4789
2010-1,2010 Gasolina,22,4789
2009-1,2009 Gasolina,22,4789
2008-1,2008 Gasolina,22,4789
2007-1,2007 Gasolina,22,813
2006-1,2006 Gasolina,22,813
2005-1,2005 Gasolina,22,813
2004-1,2004 Gasolina,22,813
2003-1,2003 Gasolina,22,813
2000-1,2000 Gasolina,22,813
1999-1,1999 Gasolina,22,813
1998-1,1998 Gasolina,22,813
1997-1,1997 Gasolina,22,813
2020-1,2020 Gasolina,22,8745
2021-1,2021 Gasolina,22,8401
2020-1,2020 Gasolina,22,8401
2019-1,2019 Gasolina,22,8401
2019-1,2019 Gasolina,22,8402
2020-1,2020 Gasolina,22,8440
2019-1,2019 Gasolina,22,8440
2019-1,2019 Gasolina,22,8441
2021-1,2021 Gasolina,22,8442
2020-1,2020 Gasolina,22,8442
2019-1,2019 Gasolina,22,8442
2021-1,2021 Gasolina,22,8443
2020-1,2020 Gasolina,22,8443
2019-1,2019 Gasolina,22,8443
2018-1,2018 Gasolina,22,6916
2017-1,2017 Gasolina,22,6916
2016-1,2016 Gasolina,22,6916
2015-1,2015 Gasolina,22,6916
2020-1,2020 Gasolina,22,8444
2019-1,2019 Gasolina,22,8444
2021-1,2021 Gasolina,22,8445
2020-1,2020 Gasolina,22,8445
2019-1,2019 Gasolina,22,8445
2021-1,2021 Gasolina,22,8446
2020-1,2020 Gasolina,22,8446
2019-1,2019 Gasolina,22,8446
2021-1,2021 Gasolina,22,8447
2020-1,2020 Gasolina,22,8447
2019-1,2019 Gasolina,22,8447
2020-1,2020 Gasolina,22,8746
2019-1,2019 Gasolina,22,8448
2021-1,2021 Gasolina,22,8403
2020-1,2020 Gasolina,22,8403
2019-1,2019 Gasolina,22,8403
2020-1,2020 Gasolina,22,8449
2019-1,2019 Gasolina,22,8449
2011-1,2011 Gasolina,22,4515
2010-1,2010 Gasolina,22,4515
2009-1,2009 Gasolina,22,4515
2008-1,2008 Gasolina,22,4515
2011-1,2011 Gasolina,22,4790
2010-1,2010 Gasolina,22,4790
2009-1,2009 Gasolina,22,4790
2007-1,2007 Gasolina,22,814
2006-1,2006 Gasolina,22,814
2005-1,2005 Gasolina,22,814
2004-1,2004 Gasolina,22,814
2003-1,2003 Gasolina,22,814
2001-1,2001 Gasolina,22,815
2001-1,2001 Gasolina,22,816
2000-1,2000 Gasolina,22,817
1999-1,1999 Gasolina,22,817
1998-1,1998 Gasolina,22,817
1997-1,1997 Gasolina,22,817
2008-1,2008 Gasolina,22,818
2007-1,2007 Gasolina,22,818
2006-1,2006 Gasolina,22,818
2005-1,2005 Gasolina,22,818
2004-1,2004 Gasolina,22,818
2003-1,2003 Gasolina,22,818
2002-1,2002 Gasolina,22,818
2001-1,2001 Gasolina,22,818
2000-1,2000 Gasolina,22,818
2003-1,2003 Gasolina,22,819
2002-1,2002 Gasolina,22,819
2001-1,2001 Gasolina,22,819
2000-1,2000 Gasolina,22,819
2000-1,2000 Gasolina,22,820
1999-1,1999 Gasolina,22,820
1998-1,1998 Gasolina,22,820
2007-1,2007 Gasolina,22,3887
2006-1,2006 Gasolina,22,3887
2007-1,2007 Gasolina,22,3888
2006-1,2006 Gasolina,22,3888
2018-1,2018 Gasolina,22,6917
2017-1,2017 Gasolina,22,6917
2016-1,2016 Gasolina,22,6917
2015-1,2015 Gasolina,22,6917
2013-1,2013 Gasolina,22,5623
2012-1,2012 Gasolina,22,5623
1999-1,1999 Gasolina,22,821
1998-1,1998 Gasolina,22,821
2000-1,2000 Gasolina,22,822
2018-1,2018 Gasolina,22,7905
2017-1,2017 Gasolina,22,7905
2018-1,2018 Gasolina,22,7904
2017-1,2017 Gasolina,22,7904
2007-1,2007 Gasolina,22,823
2006-1,2006 Gasolina,22,823
2005-1,2005 Gasolina,22,823
2004-1,2004 Gasolina,22,823
2003-1,2003 Gasolina,22,823
2002-1,2002 Gasolina,22,823
2001-1,2001 Gasolina,22,823
2021-1,2021 Gasolina,22,6919
2020-1,2020 Gasolina,22,6919
2019-1,2019 Gasolina,22,6919
2018-1,2018 Gasolina,22,6919
2017-1,2017 Gasolina,22,6919
2016-1,2016 Gasolina,22,6919
2015-1,2015 Gasolina,22,6919
2019-1,2019 Gasolina,22,6918
2018-1,2018 Gasolina,22,6918
2017-1,2017 Gasolina,22,6918
2016-1,2016 Gasolina,22,6918
2015-1,2015 Gasolina,22,6918
2018-1,2018 Gasolina,22,8123
2018-1,2018 Gasolina,22,6920
2017-1,2017 Gasolina,22,6920
2016-1,2016 Gasolina,22,6920
2015-1,2015 Gasolina,22,6920
2018-1,2018 Gasolina,22,6921
2017-1,2017 Gasolina,22,6921
2016-1,2016 Gasolina,22,6921
2015-1,2015 Gasolina,22,6921
