code_modelo,name,code_marcas
10105,Niro SX Prestige 1.6 GDI (Híbrido),31
1412,Opirus GL 3.5 V6 24V 202cv Aut.,31
4441,Opirus GL 3.8 V6 24V 267cv Aut.,31
6891,OPTIMA 2.0 16V 165cv Aut.,31
5934,OPTIMA 2.4 16V 180cv Aut.,31
4141,Picanto EX 1.1/1.0/ 1.0 Flex Aut.,31
4142,Picanto EX 1.1/1.0/ 1.0 Flex Mec.,31
8213,Picanto GT 1.0 12V Flex Aut.,31
7073,QUORIS EX 3.8 V6 24V 294cv Aut.,31
8990,RIO EX 1.6 Flex Aut.,31
8991,RIO LX 1.6 Flex Aut.,31
1413,Sephia GTX 1.5 16V,31
1414,Sephia GTX 1.6,31
1415,Sephia LS 1.5 16V Aut.,31
1416,Sephia LS 1.5 16V Mec.,31
1417,Sephia SLX,31
1418,Shuma LS 1.5 16V Aut.,31
1419,Shuma LS 1.5 16V Mec.,31
5249,Sorento 2.4 16V 4x2 Aut.,31
5250,Sorento 2.4 16V 4x4 Aut.,31
7352,Sorento 3.3 V6 24V 270cv 4x2 Aut.,31
5251,Sorento 3.5 V6 24V 4x2 Aut.,31
5252,Sorento 3.5 V6 24V 4x4 Aut.,31
1420,Sorento EX 2.5 140/170cv 4x4 Aut.Diesel,31
3970,Sorento EX 2.5 16V 4x4 Mec. Diesel,31
1421,Sorento EX 3.5 V6 24V 197cv 4x4 Aut.,31
4293,Sorento EX 3.8 V6 24V 267cv 4x4 Aut.,31
1422,Sorento LX 2.5 16V 140cv 4x4 Aut. Diesel,31
1423,Sorento LX 2.5 16V 140cv 4x4 Mec. Diesel,31
4977,SOUL 1.6/ 1.6 16V FLEX Aut.,31
4978,SOUL 1.6/ 1.6 16V FLEX Mec.,31
1424,Sportage 2.0 16V Aut.,31
1425,Sportage 2.0 8V TB-IC Diesel,31
1426,Sportage DLX 2.0 16V Aut.,31
1427,Sportage DLX 2.0 16V Mec.,31
1428,Sportage DLX 2.2 Diesel Mec,31
10063,Sportage EX 1.6 T-GDI (Híbrido),31
4477,Sportage EX 2.0 16V Mec.,31
5418,Sportage EX 2.0 16V/ 2.0 16V Flex Aut.,31
1429,Sportage EX 2.7 V6 4x4 Aut.,31
10064,Sportage Exp P. 1.6 T-GDI (Híbrido),31
1430,Sportage Grand 2.0 16V Aut.,31
1431,Sportage Grand 2.0 16V Mec.,31
1432,Sportage Grand 2.0 8V TB-IC Diesel,31
1433,Sportage GTE 2.2 4x4 Diesel,31
1434,Sportage LX 2.0 16V 142cv 5p,31
5419,Sportage LX 2.0 16V/ 2.0 16V Flex  Aut.,31
5420,Sportage LX 2.0 16V/ 2.0 16V Flex Mec.,31
1435,Sportage Targa 2.0 16V,31
8496,Stinger GT 3.3 V6 Bi-Turbo 370cv Aut.,31
9668,STONIC SX 1.0 TB Aut. (Híbrido),31
1436,Laika 1.5,32
1437,Laika 1.6,32
1438,Laika SW 5p,32
1439,Niva 1.6 RC/ Pantanal 4x4,32
1440,Niva 1.6/ CD 4x4,32
1441,Niva 1.7i 4x4,32
1442,Samara 1.3/ 1.5,32
9521,AVENTADOR 770-4 SVJ ROADSTER V12,171
6110,AVENTADOR LP 700-4,171
6922,AVENTADOR LP 700-4 ROADSTER,171
8863,AVENTADOR LP 770-4 SVJ,171
8083,AVENTADOR S LP 740-4,171
8750,AVENTADOR S LP 740-4 ROADSTER,171
6112,Gallardo Coupe LP550-2 Bicolore,171
5375,Gallardo Coupe LP560-4,171
6114,Gallardo Coupe LP570-4 Sup.Trof.Stradale,171
5376,Gallardo Coupe Superleggera LP570-4,171
5377,Gallardo Coupe Valentino Balboni LP550-2,171
5378,Gallardo Spyder LP560-4,171
5744,Gallardo Spyder Performante LP570-4,171
7138,HURACAN Coupe LP 610-4,171
8458,HURACAN Coupe Performante LP 640-4,171
8084,HURACAN Coupe RWD LP 580-2,171
8958,HURACAN EVO Coupe LP 640-4,171
8959,HURACAN EVO Spyder LP 640-4,171
7884,HURACAN Spyder LP 610-4,171
10173,HURACAN STO,171
8545,URUS LP-650-4,171
10653,Defe. 110 X-DY SE D300 Die Aut. (Hib.),33
10654,Defe. 110 X-DY.HSE D300  Die Aut. (Híb.),33
9136,Defender 110 2.0 Turbo HSE Si4 Aut.,33
9137,Defender 110 2.0 Turbo S Si4 Aut.,33
9138,Defender 110 2.0 Turbo SE Si4 Aut.,33
4532,Defender 110 2.4 122cv T.Diesel,33
1443,Defender 110 2.5 HCPU TDi CS Diesel,33
1444,Defender 110 2.5 TDi County Pers. Diesel,33
1445,Defender 110 2.5 TDi Hard Top Diesel,33
1446,Defender 110 2.5 TDi High Capacity Dies.,33
1447,Defender 110 2.5 TDi Personel Diesel,33
10655,Defender 110 75th 3.0 Diesel Aut. (Hib.),33
10656,Defender 110 HSE D300 Die. Aut.(Híb.),33
5072,Defender 110 LE FIRE & ICE 2.4 T. Diesel,33
5555,Defender 110 RAW 2.4 122cv T. Diesel,33
4811,Defender 110 SVX Lim.Edit. 2.4 T.Diesel,33
3971,Defender 110 TD5 2.5 4x4 Diesel,33
1448,Defender 110 TDI County SW Diesel,33
1449,Defender 110 TDI SW Diesel,33
10657,Defender 110 X D300  Die. Aut. (Híb.),33
10658,Defender 110 X-DY S D300 Die Aut. (Hib.),33
1450,Defender 130 Chassis CD Diesel,33
1451,Defender 130 High CAP Diesel,33
1452,Defender 130 TDI CD Diesel,33
10367,Defender 130 X 3.0 I6 Die.Aut.(Hibrido),33
9630,Defender 90 2.0 Turbo SE Si4 Aut.,33
4533,Defender 90 2.4 122cv T.Diesel,33
1453,Defender 90 2.5 TDi CS Diesel,33
10099,Defender 90 D300 HSE Diesel Aut.( Hibr.),33
10564,Defender 90 D300 S Diesel Aut. (Hibrido),33
5073,Defender 90 LE FIRE & ICE 2.4 T. Diesel,33
5556,Defender 90 RAW 2.4 122cv T.Diesel,33
1454,Defender 90 Soft Top Diesel,33
4812,Defender 90 SVX Lim.Edit. 2.4 T.Diesel,33
1455,Defender 90 TDI CSW Diesel,33
1456,Defender 90 TDI Hard Top Diesel,33
1457,Defender 90 TDI SW Diesel,33
9997,Disc. Sp. S 2.0 4x4 Dies. Aut. (Híb.),33
8241,Discov. Sp. HSE 2.0 TB 240cv Die. Aut,33
1458,Discovery ES 3.9 V8,33
1459,Discovery ES 4.0 V8 Aut.,33
1460,Discovery ES TD5 2.5 4x4 4p Diesel Aut.,33
1461,Discovery ES TD5 2.5 4x4 4p Diesel Mec.,33
8015,Discovery First Ed. 3.0 TD6 4x4 Die. Aut,33
9348,Discovery HSE 3.0 I6 Diesel Aut.,33
8408,Discovery HSE 3.0 V6 4x4 Aut.,33
7973,Discovery HSE 3.0 V6 4x4 TD6 Diesel Aut.,33
8016,Discovery HSE Lux. 3.0 TD6 4x4 Die. Aut.,33
8409,Discovery HSE Lux. 3.0 V6 4x4 Aut.,33
9998,Discovery Metrop. 3.0 4x4 Die. (Híb.) ,33
10395,Discovery R- Dyn HSE 3.0 4x4 Die. (Hib.),33
7286,Discovery RAW 3.0 4x4 TDV6 Diesel Aut.,33
10396,Discovery R-Dynamic S 3.0 4x4 Die (Hib.),33
8410,Discovery S 3.0 V6 4x4 Aut.,33
8411,Discovery S 3.0 V6 4x4 TD6 Diesel Aut.,33
9349,Discovery SE 3.0 I6 Diesel Aut.,33
8412,Discovery SE 3.0 V6 4x4 Aut.,33
8017,Discovery SE 3.0 V6 4x4 TD6  Diesel Aut.,33
9999,Discovery Sp. SE 2.0 4x4 Dies Aut.(Híb.),33
10000,Discovery Sp. SE R-Dyn 2.0 TB Die.(Híb.),33
7550,Discovery Sport BLACK 2.2 4x4 Dies. Aut.,33
7192,Discovery Sport HSE 2.0 4x4 Aut/ Flex,33
7796,Discovery Sport HSE 2.0 4x4 Diesel Aut.,33
7392,Discovery Sport HSE 2.2 4x4 Diesel Aut.,33
7925,Discovery Sport HSE L. 2.0 4x4 Die. Aut.,33
7457,Discovery Sport HSE L. 2.2 4x4 Die. Aut.,33
7193,Discovery Sport HSE Lux. 2.0 4x4 /Flex,33
8631,Discovery Sport Landmark 2.0 4x4 Diesel,33
9022,Discovery Sport S 2.0 4x4 Flex Aut.,33
7194,Discovery Sport SE 2.0 4x4 Aut./Flex,33
7393,Discovery Sport SE 2.2 4x4 Diesel Aut.,33
9023,Discovery Sport SE R-Dyn 2.0 Si4 Flex,33
1462,Discovery TDI 2.5 Diesel,33
1463,Discovery3 HSE 2.7 4x4 TDI Diesel Aut.,33
1464,Discovery3 HSE 4.4 V8 4x4 299cv Aut.,33
1465,Discovery3 S 2.7 4x4 TDI Diesel Aut.,33
4201,Discovery3 S 4.0 V6 4x4 215cv Aut.,33
4417,Discovery3 SE 2.7 4x4 TDI Diesel Aut.,33
1466,Discovery3 SE 4.0 V6 4x4 215cv Aut.,33
5624,Discovery4 B&W 3.0 4x4 TDV6 Diesel Aut.,33
7353,Discovery4 BLACK 3.0 4x4 SDV6 Dies. Aut.,33
7704,Discovery4 GRAPHITE 3.0 4x4 SDV6 Die.Aut,33
5141,Discovery4 HSE 2.7 4x4 TDV6 Diesel Aut.,33
5142,Discovery4 HSE 3.0 4x4 TDV6/SDV6 Die.Aut,33
5143,Discovery4 HSE 5.0 4x4 Aut.,33
5131,Discovery4 S 2.7 4x4 TDV6 Diesel Aut.,33
5899,Discovery4 S 3.0 4X4 TDV6 Diesel Aut.,33
5109,Discovery4 SE 2.7 4x4 TDV6 Diesel Aut.,33
5144,Discovery4 SE 3.0 4x4 TDV6/SDV6 Die.Aut.,33
1467,Freelander 1.8 16v,33
1468,Freelander HSE 2.5 V6 24V 177cv 5p,33
3823,Freelander HSE3 2.5 V6 24V 177cv 3p,33
1469,Freelander S/ SE 2.5 V6 24V 177cv 5p,33
1470,Freelander SE3 2.5 V6 24V 177cv 3p,33
6177,Freelander2 Dynamique 2.2 SD4 T. Diesel,33
5557,Freelander2 HSE 2.2 SD4 190cv T.Diesel,33
4303,Freelander2 I6 HSE 3.2 232cv Aut. 5p,33
5537,Freelander2 I6 LE Sport 3.2 232cv Aut. 5,33
4304,Freelander2 I6 S 3.2 232cv Aut. 5p,33
5379,Freelander2 I6 S Sport 3.2 232cv Aut. 5p,33
4305,Freelander2 I6 SE 3.2 232cv Aut. 5p,33
5558,Freelander2 S 2.2 SD4 190cv T.Diesel,33
5559,Freelander2 SE 2.2 SD4 190cv T.Diesel,33
6385,Freelander2 Si4 Dyn. 2.0 240cv Aut. 5p,33
6386,Freelander2 Si4 HSE 2.0 240cv Aut. 5p,33
6387,Freelander2 Si4 S 2.0 240cv Aut. 5p,33
6388,Freelander2 Si4 SE 2.0 240cv Aut. 5p,33
1471,New Range/Range Rover Vogue 3.9 V8,33
10220,Range R. Autobio. 3.0 I6 TB Die. (Híb.),33
8751,Range R. EVO HSE Si4 R-Dyn.2.0 300cv Aut,33
8904,Range R. EVO SE Si4 R-Dyn. 2.0 Flex Aut.,33
10140,Range R. First Ed.3.0 350cv Diel.(Hib.),33
10221,Range R. First.Ed. 4.4 V8 TB 530cv Aut.,33
10673,Range R. Sp. Dyn. HSE 3.0I6 Die. (Hib.),33
10674,Range R. Sp. Dynam. HSE 3.0 510cv (Híb.),33
10675,Range R. Sp. First Ed. 3.0 510cv (Híb.),33
9559,Range R. Sp.SVR AWD 5.0 Carbon Ed. Aut.,33
6389,Range R. Sport Autob. 3.0 SDV6 Diesel,33
7139,Range R. Sport Autob. Dyn.SCHA. 5.0 V8,33
6390,Range R. Sport Autob. SUPERCHAR. 5.0 V8,33
8459,Range R. Sport HSE Dyna. 3.0 SDV6 Dies.,33
6641,Range R. Sport HSE Dynamic SUPERC.5.0 V8,33
6665,Range R. Sport HSE SUPERCHARGED 3.0 V6,33
7483,Range R. Sport HST SUPERCHARGED 3.0 V6,33
7764,Range R. Sport L. Edit. SCHARGED 3.0 V6,33
7307,Range R. Sport TECH S 3.0 SDV6 Diesel,33
9341,Range R. SV Autob. Sc. Dyn. SWB 5.0 V8,33
9053,Range R. SV Autob. Super. LWB 5.0 V8,33
7667,Range R. SVAutobiography SUPERC. 5.0 V8,33
8522,Range R. VE. R-Dyn HSE 2.0 4X4 300cv Aut,33
8523,Range R. VE. R-Dyn S 2.0 4X4 300cv Aut.,33
8095,Range R. VE. R-Dyn SE 2.0 4x4 250cv Aut.,33
8478,Range R. VE. R-Dyn SE 2.0 4x4 300cv Aut.,33
10112,Range R. VEL. R-Dyn HSE 3.0 Aut.(Híb.),33
8090,Range R. VEL. R-Dyn. 2.0 4x4 250cv Aut.,33
8479,Range R. VEL. R-Dyn. 2.0 4x4 300cv Aut.,33
10407,Range R. VEL. R-Dyn. HSE 2.0 Aut. (Híb.),33
10408,Range R. VEL. R-Dyn. S 2.0 Aut.(Híbrido),33
10409,Range R. VEL. R-Dyn. SE 3.0 Aut. (Híb.),33
8085,Range R. VELAR 2.0 4x4 TB 250cv Aut.,33
8086,Range R. VELAR 3.0 4x4 V6 380cv Aut.,33
8087,Range R. VELAR First Ed. 3.0 4x4 V6 Aut.,33
8088,Range R. VELAR HSE 2.0 4x4 TB 250cv Aut.,33
8089,Range R. VELAR HSE 3.0 4x4 V6 380cv Aut,33
10410,Range R. Velar HSE R-Dyn 2.0 Si4(Hib.),33
8091,Range R. VELAR R-Dyn. 3.0 4x4 V6 Aut.,33
8092,Range R. VELAR R-Dyn. HSE 2.0 4x4 TB Aut,33
8093,Range R. VELAR R-Dyn. HSE 3.0 4x4 V6 Aut,33
8097,Range R. VELAR R-Dyn. S 2.0 4x4 TB Aut.,33
8094,Range R. VELAR R-Dyn. S 3.0 4x4 V6 Aut.,33
8096,Range R. VELAR R-Dyn. SE 3.0 4x4 V6 Aut.,33
8098,Range R. VELAR S 2.0 4x4 TB 250cv Aut.,33
8497,Range R. VELAR S 2.0 4x4 TB 300cv Aut.,33
8099,Range R. VELAR S 3.0 4x4 V6 380cv Aut.,33
8100,Range R. VELAR SE 2.0 4x4 TB 250cv Aut.,33
8101,Range R. VELAR SE 3.0 4x4 V6 380cv Aut.,33
8961,Range R. VELAR SV Autob. Super.C 5.0 V8,33
5421,Range R. Vogue 4.4 TDV8/SDV8 Diesel Aut.,33
6391,Range R. Vogue Autob. SUPERCHAR. 5.0 V8,33
6392,Range R. Vogue/4.4 Autobio. SDV8 Diesel.,33
7354,Range R.EVO DYNAMIC. BLACK 2.0 Aut. 5p,33
7355,Range R.EVO STYLE 2.0 Aut. 5p,33
7926,Range R.EVOQ. HSE Dyn. Convers 2.0 Aut.,33
5700,Range R.EVOQUE Dynamic 2.0 Aut 3p,33
5701,Range R.EVOQUE Dynamic 2.0 Aut 5p,33
5707,Range R.EVOQUE Dynamic Tech 2.0 Aut 3p,33
5702,Range R.EVOQUE Dynamic Tech 2.0 Aut 5p,33
8214,Range R.EVOQUE HSE Dyna. 2.0 Dies. Aut.,33
7287,Range R.EVOQUE LONDON 2.0 240cv Aut. 5p,33
6697,Range R.EVOQUE ONE SICILIAN 2.0 Aut. 5p,33
5703,Range R.EVOQUE Prestige 2.0 Aut. 5p,33
6923,Range R.EVOQUE Prestige 2.2 5p Dies.,33
5704,Range R.EVOQUE Prestige Tech 2.0 Aut 5p,33
6924,Range R.EVOQUE PrestigeTech 2.2 5p Dies.,33
5705,Range R.EVOQUE Pure  2.0 Aut. 5p,33
5706,Range R.EVOQUE Pure 2.0 Aut. 3p,33
7551,Range R.EVOQUE SD4 HSE 2.2 Dies. Aut.5p,33
7374,Range R.EVOQUE SD4 SE 2.2 Dies. Aut. 5p,33
7394,Range R.EVOQUE Si4 HSE Dyn. 2.0/Flex Aut,33
7375,Range R.EVOQUE Si4 SE 2.0 Aut.5p/Flex,33
7395,Range R.EVOQUE Si4 SE Dynamic 2.0 Aut.,33
10177,Range R.Sp. First.Ed.4.4 V8 TB 530cv Aut,33
10053,Range R.Sp. SE 3.0 4x4 I6 TB Die. (Híb.),33
10054,Range R.Sp.HSE Dyn.Bl. 3.0 I6 Die.(Híb.),33
10676,Range R.Sport First.Ed.3.0 I6 Die.(Hib.),33
10055,Range R.Sport HSE 3.0 I6 TB Die. (Híb.),33
7396,Range R.Sport HSE Dynamic 4.4 SDV8 Dies.,33
5133,Range R.Sport SE 3.0 4x4 TDV6/SDV6 Dies.,33
10222,Range Rover Autobio 4.4 V8 TB 530cv Aut.,33
9487,Range Rover Autobio. 2.0 Si4 (Hibrido),33
10677,Range Rover Autobio.3.0 I6 510cv (Híb.),33
8413,Range Rover EVOQUE Autobiography 2.0 Aut,33
8498,Range Rover EVOQUE HSE 2.0 Diesel Aut.,33
6466,Range Rover EVOQUE Pure Tech 2.0 Aut. 3p,33
6328,Range Rover EVOQUE Pure Tech 2.0 Aut. 5p,33
7798,Range Rover EVOQUE SE 2.0 Diesel Aut.,33
7121,Range Rover EVOQUE Zanzibar 2.0 Aut. 5p,33
10678,Range Rover HSE 3.0 I6 510cv (Híbrido),33
1472,Range Rover HSE 4.4/ 4.6,33
10679,Range Rover SE 3.0 I6 510cv (Híbrido),33
10223,Range Rover SE 4.4 V8 TB 530cv Aut.,33
10224,Range Rover SE. 3.0 I6 TB Die. (Híb.),33
4385,Range Rover Sport 3.6 TDV8 272cv Diesel,33
8993,Range Rover Sport HSE 2.0 Si4 (Híbrido),33
3892,Range Rover Sport HSE 2.7 190cv TB Dies.,33
5145,Range Rover Sport HSE 3.0 4x4 SDV6 Dies.,33
3824,Range Rover Sport HSE 4.4 V8 32V 295cv,33
5132,Range Rover Sport HSE SUPERCHAR. 5.0 V8,33
4275,Range Rover Sport SE 2.7 190cv TB Diesel,33
4499,Range Rover Sport SE 3.6 TDV8 272cv Dies,33
4276,Range Rover Sport SE 4.4 V8 32V 299cv,33
10760,Range Rover Sport SE Dy.3.0 I6 Die.(Hib),33
8040,Range Rover Sport SE SUPERCH. 3.0  Aut.,33
3825,Range Rover Sport SUPERCHAGED 4.2 V8,33
7157,Range Rover Sport SVR SUPERCHA. 5.0 V8,33
1473,Range Rover SUPERCHARGED 4.2 V8 396cv,33
10225,Range Rover SV 4.4 V8 TB 530cv Aut.,33
10226,Range Rover SV. 3.0 I6 TB Die. (Híb.),33
6783,Range Rover Vogue 3.0 TDV6 Diesel Aut.,33
4332,Range Rover Vogue 3.6 TDV8 272cv Diesel,33
6925,Range Rover Vogue HSE 3.0 TDV6 Diesel,33
9116,Range Rover Vogue SE 2.0 Si4 (Híbrido),33
6393,Range Rover Vogue SE 4.4 SDV8 Dies. Aut,33
5146,Range Rover Vogue SE SUPERCHAR. 5.0 V8,33
9305,Range.R. SP.HSE Dyn.BL. 2.0 Si4(Hibrido),33
9992,CT200h  1.8 16V Aut. (Híbrido),34
9993,CT200h F-Sport 1.8 16V Aut. (Híbrido),34
1474,ES-300 3.0,34
10003,ES300h 2.5 16V Aut. (Híbrido),34
1475,ES-330 3.3 24V 228cv,34
4260,ES-350 3.5 24V 284cv,34
1476,GS 300 3.0 V6 24V,34
6537,IS-250 2.5 24V 208cv Aut.,34
6538,IS-250 F Sport 2.5 24V 208cv Aut.,34
6066,IS-300 3.0 24V 231cv Aut.,34
1477,LS 400 4.0,34
1478,LS 430 4.3 32V 281cv,34
4306,LS 460 4.6 32V 347cv,34
10024,LS 500h 3.5 V6 24v Aut. (Híbrido),34
6067,LS-460L 4.6 V8 32v 347cv Aut.,34
7158,NX-200t F-Sport 2.0 16v 238cv Aut.,34
7159,NX-200t Luxury 2.0 16V 238cv Aut.,34
8179,NX-300 Dynamic 2.0 16V 238cv Aut.,34
8151,NX-300 F-Sport 2.0 16V 238cv Aut.,34
8180,NX-300 Luxury 2.0 16V 238cv Aut.,34
10029,NX-300h Dynamic 2.5 16V Aut. (Híbrido),34
10030,NX-300h F-Sport 2.5 16V Aut. (Híbrido),34
10031,NX-300h Luxury 2.5 16V Aut. (Híbrido),34
10032,NX-350h Dynamic 2.5 16V Aut. (Híbrido),34
10033,NX-350h F-Sport 2.5 16V Aut. (Híbrido),34
10034,NX-350h Luxury 2.5 16V Aut. (Híbrido),34
1479,RX 300 3.0 V6 24V,34
6068,RX-350 3.5 24V  Aut.,34
6299,RX-350 F-Sport 3.5 24V Aut.,34
10060,RX-450h F-Sport 3.5 24V V6 Aut.(Híbrido),34
10061,RX-450h Luxury 3.5 24V V6 Aut. (Híbrido),34
10683,RX-500h F-Sport 2.4 16V Aut. (Híbrido),34
1480,SC 400 4.0 V8,34
10072,UX-250h Dynamic 2.0 16V Aut. (Híbrido),34
10073,UX-250h F-Sport 2.0 16V Aut. (Híbrido),34
10074,UX-250h Luxury 2.0 16V Aut. (Híbrido),34
5346,320 ELITE 1.3 16V 88cv 5p,168
7037,530 1.5 16V 103cv 4p,168
7038,530 TALENT 1.5 16V 103cv 4p,168
5347,620 TALENT 1.6 16V 106cv 4p,168
6871,FOISON 1.3 16V 85cv 2p,168
6467,X60 1.8 16V 128cv 5p Mec.,168
7974,X60 VIP 1.8 16V 128cv 5p Aut.,168
8414,X80 VIP 2.0 Turbo 184cv 5p Aut.,168
4277,H1 1.8 20V Turbo 180cv 2p,127
1481,Elan S-2 1.6 16V,35
1482,Esprit S-4 2.2 16V,35
6838,PIK-UP CD 2.2 4X2 (diesel) Mec.,140
6235,PIK-UP CD 2.2 4X4 (diesel) Mec.,140
6839,PIK-UP CS 2.2 4X2 (diesel) Mec.,140
6236,PIK-UP CS 2.2 4X4 (diesel) Mec.,140
4500,SCORPIO 2.6 CD TB Diesel CRDe 4x4,140
4501,SCORPIO 2.6 CS/ Chassi TB Dies. CRDe 4x4,140
4502,SCORPIO GLX SUV 2.6 TB Diesel CRDe 4WD,140
6962,SUV 2.2 4x4 (diesel) Mec.,140
1483,222 SE/SR 2.0 V6,36
1484,228,36
1485,3200 GT Cupê,36
1486,3200 GT Cupê Aut.,36
1487,430 2.0 V6,36
1488,430 II 2.0 V6,36
1489,Coupé CC 4.2 V8 32V 390cv,36
1490,Ghibli 2.0 V6,36
6926,Ghibli 3.0 V6 Aut.,36
10370,Ghibli GT 2.0 V6 (Híbrido),36
6927,Ghibli S Q4 3.0 V6 Aut.,36
7074,Gran Turismo Sport 4.7 V8 32V 460cv,36
5471,GranCabrio 4.7 V8 32V 440cv,36
4062,GranSport 4.2 V8 32V 400cv,36
4063,GranSport Spyder 4.2 V8 32V 400cv,36
4695,GranTurismo 4.2 V8 32V 405cv,36
6178,GranTurismo MC Stradale 4.7 V8 32V 450cv,36
5000,GranTurismo S 4.7 V8 32V/ MC Line,36
7799,Levante 3.0 V6 350cv Aut.,36
10023,Levante GT 2.0 330cv Aut. (Híb.),36
7885,Levante S 3.0 V6 430cv Aut.,36
8546,Levante Trofeo 3.8 V8 590cv Aut.,36
4696,Quattroporte Automatica 4.2 32V 400cv,36
1491,Quattroporte Evolucione Aut.,36
1492,Quattroporte Evolucione Mec.,36
1493,Quattroporte Executive 4.2 32V 400cv,36
6539,Quattroporte GTS 3.8 V8 32V 530cv,36
5001,Quattroporte S 4.7 V8 32V 430cv,36
1494,Quattroporte Sport 4.2 32V 400cv/430cv,36
5422,Quattroporte Sport GT-S 4.7 V8 32V 440cv,36
1495,Shamal 3.2 V8,36
1497,Spyder CC 4.2 V8 32V 390cv,36
1496,Spyder IE 2.0 V6,36
1498,Pick-Up 4x2 Curto/Longo 2.5 TDI Diesel,37
1499,Pick-Up 4x4 Curto/Longo 2.5 TDI  Diesel,37
1500,Pick-Up CD 4x2 Curto/Longo 2.5 TDI Dies.,37
1501,Pick-Up CD 4x4 Curto/Longo 2.5 TDI Dies.,37
1502,323 1.6 16V,38
1503,626 GLX,38
1504,626 GT,38
1505,626 Sedan Aut.,38
1506,626 Sedan High,38
1507,626 Sedan Mec.,38
1508,626 Sedan Top,38
1509,626 SW,38
1510,626 SW High,38
1511,929 V6 Aut,38
1512,B2200 Pick-Up 2.2 Diesel,38
1513,B2200 Pick-Up CD 2.2 Diesel,38
1514,B-2500 Pick-Up 2.5 Diesel,38
1515,B-2500 Pick-Up 4x4 2.5 Diesel,38
1516,B-2500 Pick-Up CD 4x4 2.5 Diesel,38
1517,Millenia 3.0 V6 24V,38
1518,MPV Minivan Aut,38
1519,MX-3 1.6 16V,38
1520,MX-3 GS 1.8 V6 24V,38
1521,MX-5 Mec,38
1522,Navajo LX 3.0 V6,38
1523,Protegé Aut.,38
1524,Protegé High,38
1525,Protegé Mec.,38
1526,RX 7 2.6 Turbo,38
9426,540C Coupe 3.8 Bi-Turbo V8,211
9427,570S Coupé 3.8 Bi-Turbo V8,211
9428,570S GT Coupé 3.8 Bi-Turbo V8,211
9429,570S Spider 3.8 Bi-Turbo V8,211
9430,600LT Coupe 3.8 Bi-Turbo V8,211
9520,600LT Spider 3.8 Bi-Turbo V8,211
9431,720S Coupe 4.0 Bi-Turbo V8 2p,211
9432,720S Spider 4.0 Bi-Turbo V8 2p,211
9433,765LT Coupe 4.0 Bi-Turbo V8,211
10558,765LT Spider 4.0 Bi-Turbo V8,211
10364,Artura Coupe 3.0 V6 2p (Híbrido),211
9440,GT Coupé 4.0 Bi-Turbo V8 2p,211
1527,180-D Pick-Up/Furgão 2.4 Diesel,39
1528,180-D Van 2.4 Diesel,39
1529,190-E 2.3,39
1530,230-E 2.3,39
1531,260-E 2.6,39
1532,300-D 3.0 Diesel,39
1533,300-E 3.0,39
1534,300-SE 3.0/3.2,39
1535,300-SL 3.0,39
1536,300-TE Wagon 3.0,39
1537,500-E 5.0,39
1538,500-SEC/ SL,39
1539,500-SEL 5.0/ 5.6,39
1540,560-SEL 5.6,39
8752,A 200 1.3 TB Advance Aut.,39
8905,A 200 1.3 TB Hatch Aut.,39
8753,A 200 1.3 TB Style Aut.,39
9318,A 250 2.0 TB Hatch,39
8579,A 250 2.0 TB Hatch Vision,39
8547,A 250 2.0 TB Launch Edition,39
9117,A-35 AMG 4MATIC 2.0 TB Aut.,39
8865,A35 AMG Laun. Edition 4MATIC 2.0 TB Aut,39
9118,A-35 AMG Sedan 4MATIC 2.0 TB Aut.,39
9166,A-45  S AMG 4MATIC CGI 2.0 TB Aut.,39
7308,C-180 1.6 Turbo 16V/Flex 16V Aut.,39
6928,C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.,39
5399,C-180 CGI Classic 1.8 16V 156cv Aut.,39
5625,C-180 CGI Coupe 1.8 16V 156cv Aut.,39
7957,C-180 CGI Coupe Avant. 1.6 TB 16V Aut.,39
8963,C-180 CGI Coupe Sport 1.5 TB 16V Aut.,39
6329,C-180 CGI Coupe Sport 1.6 TB 16V Aut.,39
7140,C-180 CGI Estate Avant. 1.6 TB 16V Aut.,39
6929,C-180 CGI Exc. 1.6/1.6 Flex TB 16V  Aut.,39
6300,C-180 CGI Sport 1.6 TB 16V 156cv Aut.,39
5979,C-180 CGI Touring 1.8 16V Aut.,39
6357,C-180 CGI Touring Sport 1.6 TB Aut.,39
1541,C-180 Classic/Classic Plus/Elegance,39
5213,C-180 Kompressor Classic 1.6 16V Aut.,39
1542,C-180 Kompressor Classic 1.8 16V 143cv,39
9966,C-200 1.5 TB 16V 183cv Aut. (Híbrido),39
10134,C-200 AMG Line EQ Boost 1.5 TB (Hib.),39
6963,C-200 Avantgarde 2.0 TB 16V 184cv Aut.,39
5307,C-200 CGI Avantgarde 1.8 16V 184cv Aut.,39
5308,C-200 CGI Sport 1.8 TB 16V 184cv Aut.,39
5348,C-200 CGI Touring Avantgarde 1.8 16V Aut,39
1543,C-200 Classic/Sport,39
1544,C-200 Kompressor 2.0 V6 16v 4p Aut.,39
3938,C-200 Kompressor Avant.1.8 16V Aut,39
4358,C-200 Kompressor Classic 1.8 16V Aut.,39
1545,C-200 Sportcoupé Komp. 2.0 16V 163cv Aut,39
1546,C-200 Touring Komp. 2.0 16V 163cv 5p Aut,39
