code_modelo,name,code_marcas
574,Punto S,21
4424,Punto Sporting 1.8 Flex 8V/16V 5p,21
5298,Punto Sporting Dualogic 1.8 Flex 16V 5p,21
575,Punto SX,21
4859,Punto T-JET 1.4 16V Turbo 5p,21
9919,Scudo Cargo 1.5 16V Turbo Diesel,21
9920,Scudo Multi 1.5 16 V Turbo Diesel,21
576,Siena 1.0 mpi/ 500 1.0 mpi,21
577,Siena 1.0/ EX 1.0 mpi Fire/ Fire Flex 8v,21
578,Siena 1.5 mpi 8V 4p,21
5299,Siena ATTRACTIVE 1.0 Fire Flex 8V 4p,21
5300,Siena ATTRACTIVE 1.4 Fire Flex 8V 4p,21
3967,Siena Celebration 1.0 Fire Flex 8V 4p,21
579,Siena City 4p,21
4860,Siena EL 1.0 mpi Fire Flex 8V 4p,21
5361,Siena EL 1.4 mpi Fire Flex 8V 4p,21
580,Siena EL 1.6 mpi 16V,21
581,Siena EL 1.6 spi,21
4861,Siena EL Celeb. 1.0 mpi Fire Flex 8V 4p,21
5362,Siena EL Celeb. 1.4 mpi Fire Flex 8V 4p,21
582,Siena ELX 1.0 mpi Fire 16v 4p (25 anos),21
583,Siena ELX 1.0 mpi Fire/Fire Flex 8V 4p,21
584,Siena ELX 1.3 mpi Fire 16V 4p,21
585,Siena ELX 1.3 mpi Flex 8V 4p,21
586,Siena ELX 1.4 mpi Fire Flex 8V 4p,21
587,Siena ELX 1.5 mpi 4p,21
588,Siena ELX 1.6 mpi 8V/16V 4p,21
589,Siena ELX 1.8 mpi 8V 103cv 4p,21
5301,Siena ESSENCE 1.6 Flex 16V 4p,21
5302,Siena ESSENCE Dualogic 1.6 Flex 16V 4p,21
590,Siena EX 1.0 mpi Fire 16v 4p,21
591,Siena EX 1.3 mpi Fire 8V 67cv 4p,21
592,Siena EX 1.8 mpi 8V 103cv 4p,21
593,Siena HL 1.6 mpi 16V,21
594,Siena HLX 1.8 mpi Flex 8V 4p,21
4969,Siena HLX Dualogic 1.8 mpi Flex 8V 4p,21
5363,Siena Sporting 1.6 Flex 16V 4p,21
5364,Siena Sporting Dualogic 1.6 Flex 16V 4p,21
595,Siena Stile/Sport MTV 1.6 mpi 16V,21
4133,Siena TETRAFUEL 1.4 mpi Fire Flex 8v 4p,21
5064,Stilo 1.8 ATTRACTIVE Flex 8V 5p,21
597,Stilo 1.8 MS Lim.Edit./ MS Season 16V,21
4187,Stilo 1.8 SP Flex 8V 5p,21
4329,Stilo 1.8 Sporting Flex 8V 5P,21
596,Stilo 1.8/ 1.8 Connect 8V 103cv 5p,21
3813,Stilo 1.8/ 1.8 Connect Flex 8V 5p,21
598,Stilo 1.8/ 1.8 SP/ Connect 16V 122cv 5p,21
599,Stilo 2.4 Abarth 20V 167cv 5p,21
10065,Stilo Dualogic 1.8 ATTRACTIVE Flex 8V 5p,21
4862,Stilo Dualogic 1.8 BlackMotion Flex 8V,21
4529,Stilo Dualogic 1.8 Flex 8V 5p,21
4530,Stilo Dualogic 1.8 SP Flex 8V 5p,21
4531,Stilo Dualogic 1.8 Sporting Flex 8V 5p,21
600,Strada 1.3 mpi Fire 8V 67cv CE,21
601,Strada 1.3 mpi Fire 8V 67cv CS,21
602,Strada 1.4 mpi Fire Flex 8V CE,21
603,Strada 1.4 mpi Fire Flex 8V CS,21
7450,Strada Adv. Ext. 1.8 LOCKER Dual.Flex CE,21
7451,Strada Adv. Ext./ Ext.1.8 LOCKER Flex CE,21
7452,Strada Adv. Extreme 1.8 Dual. Flex CE,21
6517,Strada Adv. M. March. 1.8 Flex 16V CD,21
6518,Strada Adv. M. March.1.8 Dual. Flex CD,21
6636,Strada Adv.1.8 16V  LOCKER Dual. Flex CE,21
5620,Strada Adv.1.8 16V Dualogic Flex CD,21
6637,Strada Adv.1.8 16V Dualogic Flex CE,21
5621,Strada Adv.1.8 16V LOCKER Dualo. Flex CD,21
7453,Strada Adv.Ext. 1.8 LOCKER Dual. Flex CD,21
7454,Strada Adv.Ext./ Ext. 1.8 LOCKER Flex CD,21
606,Strada Adv/Adv TRYON 1.8 mpi Flex 8V CE,21
604,Strada Adventure 1.6 mpi 16V CE,21
605,Strada Adventure 1.8 mpi 8V 103cv CE,21
4733,Strada Adventure 1.8/ 1.8 LOCKER Flex CE,21
7455,Strada Adventure Ext. 1.8  Dual. Flex CD,21
4970,Strada Adventure1.8/ 1.8 LOCKER Flex CD,21
5274,Strada Celeb. 1.4 mpi Fire Flex 8V CE,21
5275,Strada Celeb. 1.4 mpi Fire Flex 8V CS,21
9108,Strada Endurance 1.4 Flex 8V CD,21
9109,Strada Endurance 1.4 Flex 8V CS Plus,21
9110,Strada Freedom 1.3 Flex 8V  CS Plus,21
9111,Strada Freedom 1.3 Flex 8V CD,21
8399,Strada Freedom 1.4 Flex 8V CD,21
8544,Strada Freedom 1.4 Flex 8V CS,21
607,Strada LX 1.6 16V CE,21
608,Strada LX 1.6 mpi 16V,21
9229,Strada Opening Edition 1.3 Flex 8V CD,21
9723,Strada Ranch 1.3 Flex 8V CD Aut.,21
5464,Strada Sporting 1.8 Flex 16V CE,21
6519,Strada Trek. M. March. 1.6 Flex 16V CE,21
3884,Strada Trekking 1.4 mpi Fire Flex 8V CE,21
3885,Strada Trekking 1.4 mpi Fire Flex 8V CS,21
6055,Strada Trekking 1.6 16V Flex CD,21
6056,Strada Trekking 1.6 16V Flex CE,21
6057,Strada Trekking 1.6 16V Flex CS,21
7227,Strada Trekking 1.6 16V LOCKER Flex  CD,21
609,Strada Trekking 1.6 mpi,21
610,Strada Trekking 1.8 mpi Flex 8V CE,21
611,Strada Trekking 1.8 mpi Flex 8V CS,21
9112,Strada Volcano 1.3 Flex 8V CD,21
9724,Strada Volcano 1.3 Flex 8V CD Aut.,21
5066,Strada Working 1.4 mpi Fire Flex 8V CD,21
5067,Strada Working 1.4 mpi Fire Flex 8V CE,21
5068,Strada Working 1.4 mpi Fire Flex 8V CS,21
612,Strada Working 1.6 mpi 16V CE,21
613,Strada Working 1.6 mpi 16V CS,21
614,Strada Working 1.8 mpi 8v 103cv CE,21
615,Strada Working 1.8 mpi 8V 103cv CS,21
6096,Strada Working Celeb.1.4 Fire Flex 8V CD,21
6097,Strada Working Celeb.1.4 Fire Flex 8V CE,21
6098,Strada Working Celeb.1.4 Fire Flex 8V CS,21
7134,Strada Working HARD 1.4 Fire Flex 8V CD,21
7135,Strada Working HARD 1.4 Fire Flex 8V CE,21
7136,Strada Working HARD 1.4 Fire Flex 8V CS,21
7752,Strada Working Plus 1.4 8V Flex CS,21
616,Strada/ Strada Working 1.5 mpi 8V CE,21
617,Strada/ Strada Working 1.5 mpi 8V CS,21
618,Tempra 2.0 i.e 16V 2p e 4p,21
619,Tempra 2.0 i.e. 8V 2p e 4p,21
620,Tempra 2.0 mpi 16V,21
621,Tempra 8V/ City 8V,21
622,Tempra HLX 2.0 16V 4p,21
623,Tempra Ouro 16V 2p e 4p,21
624,Tempra Ouro/Prata 2.0 2p e 4p,21
625,Tempra Stile 2.0 i.e. Turbo 4p,21
626,Tempra SW SLX 2.0 i.e.,21
627,Tempra SX 2.0 16V 4p,21
628,Tempra SX 2.0 i.e. 8V 4p,21
629,Tempra Turbo 2.0 i.e. 2p,21
630,Tipo 1.6 i.e. 2p e 4p,21
631,Tipo 1.6 mpi 4p,21
632,Tipo 2.0 16V 2p/4p,21
633,Tipo 2.0 SLX 4p,21
8046,Toro Blackjack 2.4 16V flex Aut,21
9493,Toro Endurance 1.3 T270 4x2 Flex Aut.,21
8236,Toro Endurance 1.8 16V Flex Aut.,21
8741,Toro Endurance 1.8 16V Flex Mec.,21
8742,Toro Endurance 2.0 16V 4x4 Diesel Aut.,21
9494,Toro Freedom 1.3 T270 4x2 Flex Aut.,21
7475,Toro Freedom 1.8 16V Flex Aut.,21
7476,Toro Freedom 2.0 16V 4x2 TB Diesel Mec.,21
10069,Toro Freedom 2.0 16V 4x4 TB Diesel Aut.,21
7477,Toro Freedom 2.0 16V 4x4 TB Diesel Mec.,21
7789,Toro Freedom 2.4 16V Flex Aut.,21
7950,Toro Freedom Road 1.8 16V Flex Aut.,21
7951,Toro Freedom Road 2.4 16V Flex Aut.,21
7921,Toro Opening Ed. Plus 1.8 16V Flex Aut.,21
7478,Toro Opening Edition 1.8 16V Flex Aut.,21
10070,Toro Ranch 2.0 16V 4x4 TB Diesel Aut.,21
10071,Toro Ultra 2.0 16V 4x4 TB Diesel Aut.,21
9495,Toro Volcano 1.3 T270 4x2 Flex Aut.,21
7479,Toro Volcano 2.0 16V 4x4 TB Diesel Aut.,21
8237,Toro Volcano 2.4 16V Flex Aut.,21
634,Uno 1.6 mpi 2p e 4p,21
635,Uno 1.6R mpi / 1.6R / 1.5R,21
5480,UNO ATTRACTI. Celeb.1.4 EVO F.Flex 8V 2p,21
5240,UNO ATTRACTI. Celeb.1.4 EVO F.Flex 8V 4p,21
6957,UNO ATTRACTIVE 1.0 Fire Flex 8V 5p,21
7732,UNO ATTRACTIVE 1.0 Flex 6V 5p,21
5481,UNO ATTRACTIVE 1.4 EVO Fire Flex 8V 2p,21
5239,UNO ATTRACTIVE 1.4 EVO Fire Flex 8V 4p,21
9725,UNO CIAO 1.0 Fire Flex 8V 5p,21
636,Uno City / Smart City 1.0 4p,21
637,Uno CS/Top/Sport 1.5 i.e. / 1.5 /1.3,21
638,Uno CS/Top/Sport 1.5 i.e. / 1.5 4p,21
639,Uno CSL 1.6 4p (Argentino),21
7952,UNO DRIVE 1.0 Flex 6V 5p,21
5664,UNO ECONOMY 1.4 EVO Fire Flex 8V 2p,21
5665,UNO ECONOMY 1.4 EVO Fire Flex 8V 4p,21
5666,UNO ECONOMY Celeb. 1.4 EVO F. Flex 8V 2p,21
5667,UNO ECONOMY Celeb. 1.4 EVO F. Flex 8V 4p,21
6958,UNO EVOLUTION 1.4 Fire Flex 8V 5p,21
7119,UNO Furgão 1.0 Fire Flex 8V 3p,21
640,Uno Furgão 1.3 mpi Fire/ Fire Flex 8V,21
641,Uno Furgão 1.5 mpi/i.e.,21
642,Uno Furgão 1.5/ 1.3,21
643,Uno Mille  ELX  2p e 4p,21
646,Uno Mille 1.0 Electronic 4p,21
644,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 2p,21
645,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 4p,21
647,Uno Mille 1.0/ i.e./Electronic/Brio 2p,21
4763,Uno Mille Celeb. WAY ECON. 1.0 F.Flex 2p,21
4764,Uno Mille Celeb. WAY ECON. 1.0 F.Flex 4p,21
4316,Uno Mille Celeb/Celeb.ECON 1.0 F.Flex 2p,21
4317,Uno Mille Celeb/Celeb.ECON 1.0 F.Flex 4p,21
648,Uno Mille EP 2p e 4p,21
6692,Uno Mille Grazie 1.0 Fire Flex 8v 4p,21
650,Uno Mille SX 2p e 4p,21
651,Uno Mille SX Young 1.0 IE,21
6320,UNO MILLE WAY ECO.XINGU 1.0 F.Flex 8v 5p,21
4765,Uno Mille WAY ECONOMY 1.0 F.Flex 2p,21
4766,Uno Mille WAY ECONOMY 1.0 F.Flex 4p,21
649,Uno Mille/ Mille EX/ Smart 2p,21
652,Uno Mille/ Mille EX/ Smart 4p,21
653,Uno S 1.5 i.e. / 1.5 / 1.3/ SX 1.3,21
7616,UNO SPORT. Dual. 1.4 B.Edit. Flex 8V 5p,21
6321,UNO SPORT.INTERLAGOS 1.4 EVO F.Flex 8v,21
7733,UNO SPORTING 1.3 Flex 8V 5p,21
7617,UNO SPORTING 1.4 B.Edit. Flex 8V 5p,21
5482,UNO SPORTING 1.4 EVO Fire Flex 8V 2p,21
5465,UNO SPORTING 1.4 EVO Fire Flex 8V 4p,21
7734,UNO SPORTING Dual./GSR 1.3 Flex 8V 5p,21
7070,UNO SPORTING Dualogic 1.4 EVO Flex 8V 4p,21
654,Uno Turbo 1.4 i.e. 2p,21
5483,UNO VIVACE 1.0 EVO Fire Flex 8V 3p,21
5484,UNO VIVACE Celeb. 1.0 EVO F. Flex 8V 3p,21
5242,UNO VIVACE Celeb. 1.0 EVO F.Flex 8V 5p,21
6520,UNO VIVACE College 1.0 EVO FireFlex 5p,21
7149,UNO VIVACE ITALIA 1.0 EVO F. Flex 8V 5p,21
5241,UNO VIVACE/RUA 1.0 EVO Fire Flex 8V 5p,21
5485,UNO WAY 1.0 EVO Fire Flex 8V 2p,21
5243,UNO WAY 1.0 EVO Fire Flex 8V 5p,21
7735,UNO WAY 1.0 Flex 6V 5p,21
7736,UNO WAY 1.3 Flex 8V 5p,21
7027,UNO WAY 1.4 EVO Dualogic Flex 8V 5p,21
5486,UNO WAY 1.4 EVO Fire Flex 8V 2p,21
5244,UNO WAY 1.4 EVO Fire Flex 8V 5p,21
5487,UNO WAY Celeb. 1.0 EVO Fire Flex 8V 2p,21
5245,UNO WAY Celeb. 1.0 EVO Fire Flex 8V 5p,21
5488,UNO WAY Celeb. 1.4 EVO Fire Flex 8V 2p,21
5246,UNO WAY Celeb. 1.4 EVO Fire Flex 8V 5p,21
7737,UNO WAY Dual./GSR 1.3 Flex 8V 5p,21
7183,UNO WAY RIO 450 1.0 EVO Flex 8V 5p,21
6322,UNO WAY XINGU 1.0 EVO F.Flex 8V 5P,21
6323,UNO WAY XINGU 1.4 EVO F.Flex 8V 5p,21
4890,Buggy Off Road 1.8 8V,149
4659,Buggy Plus 1.6 8V,149
4660,Buggy Vip 1.6 8V Total Flex,149
4661,Buggy Vip 1.8 8V,149
655,Aerostar Mini-Van 3.8,22
656,Aspire 1.3,22
657,Belina GL 1.8 / 1.6,22
658,Belina L 1.8/ 1.6,22
9452,Bronco Sport Wildtrak 2.0 Tb 16V AWD Aut,22
659,Club Wagon V8,22
660,Club Wagon XLT 4.9 V6,22
661,Contour SE/ GL/ LX  2.0 16V,22
662,Contour SE/GL/ LX 2.5 24V,22
663,Corcel II GL/GT,22
664,Corcel II L,22
665,Courier 1.3i/Furgão,22
666,Courier 1.6 L/ 1.6 Flex,22
667,Courier CLX 1.4i 16V,22
668,Courier Si 1.4i 16V,22
669,Courier Sport 1.6 8v,22
4134,Courier Van 1.6/ 1.6 Flex 8V (Carga),22
670,Courier XL/XL-RS 1.6/ XL 1.6 Flex,22
671,Crown Victoria LX 4.6,22
672,Del Rey Belina Ghia,22
673,Del Rey Belina GL,22
674,Del Rey Belina GLX,22
675,Del Rey Belina L,22
676,Del Rey Ghia 1.8 / 1.6 2p e 4p,22
677,Del Rey GLX 1.6/1.8 / GL 1.6/1.8 2p e 4p,22
678,Del Rey L 1.8 / 1.6 2p e 4p,22
8743,EcoSport  100 Anos 1.5 Flex 5p Aut.,22
679,EcoSport 4WD 2.0/ 2.0 Flex 16V 5p,22
8004,EcoSport FREESTYLE 1.5 12V Flex 5p Aut.,22
8005,EcoSport FREESTYLE 1.5 12V Flex 5p Mec.,22
6157,EcoSport FREESTYLE 1.6 16V Flex 5p,22
7371,EcoSport FREESTYLE 1.6 16V Flex 5p Aut.,22
6464,EcoSport FREESTYLE 2.0 16V 4WD Flex 5p,22
6158,EcoSport FREESTYLE 2.0 16V Flex 5p,22
6913,EcoSport FREESTYLE 2.0 16V Flex 5p Aut.,22
8210,EcoSport FREESTYLE PLUS 1.5 Flex 5p Aut.,22
6159,EcoSport S 1.6 16V Flex 5p,22
8006,EcoSport SE 1.5 12V Flex 5p Aut.,22
8007,EcoSport SE 1.5 12V Flex 5p Mec.,22
7372,EcoSport SE 1.6 16V Flex 5p Aut.,22
6160,EcoSport SE 1.6 16V Flex 5p Mec.,22
6263,EcoSport SE 2.0 16V Flex 5p Aut.,22
9593,EcoSport SE Direct 1.5 Flex 5p Aut.,22
7686,EcoSport SE Direct 1.6 16V Flex 5p Aut.,22
8211,EcoSport STORM 2.0 4WD 16V Flex 5p Aut.,22
8588,EcoSport TITANIUM 1.5 12V Flex 5p Aut.,22
6161,EcoSport TITANIUM 1.6 16V Flex 5p,22
6162,EcoSport TITANIUM 2.0 16V Flex 5p,22
6264,EcoSport TITANIUM 2.0 16V Flex 5p Aut.,22
680,EcoSport XL 1.6/ 1.6 Flex 8V 5p,22
681,EcoSport XL Supercharger 1.0 8V 95cv 5p,22
682,EcoSport XLS 1.6/ 1.6 Flex 8V 5p,22
4256,EcoSport XLS 2.0/2.0 Flex 16V 5p Aut.,22
3886,EcoSport XLS FREESTYLE 1.6 Flex 8V 5p,22
683,EcoSport XLT 1.6/ 1.6 Flex 8V 5p,22
4257,EcoSport XLT 2.0/ 2.0 Flex 16V 5p Aut.,22
684,EcoSport XLT 2.0/ 2.0 Flex 16V 5p Mec.,22
4258,EcoSport XLT FREESTYLE 1.6 Flex 8V 5p,22
4829,EcoSport XLT FREESTYLE 2.0 Flex 16V 5p,22
5413,EDGE LIMITED 3.5 V6 24V AWD Aut.,22
5741,EDGE LIMITED 3.5 V6 24V FWD Aut.,22
5742,EDGE SEL 3.5 V6  24V FWD Aut.,22
4810,EDGE SEL 3.5 V6 24V AWD Aut.,22
8589,EDGE ST 2.7 V6 24V AWD Aut.,22
7718,EDGE TITANIUM 3.5 V6 24V AWD Aut.,22
685,Escort  Racer 2.0i,22
686,Escort Ghia 1.8i / 1.8 / 1.6,22
687,Escort Ghia 2.0i / 2.0,22
688,Escort GL 1.6 MPI,22
689,Escort GL 1.6i / 1.6,22
690,Escort GL 1.8i / 1.8,22
691,Escort GL 1.8i 16V 3p,22
692,Escort GL 1.8i 16V 4p,22
693,Escort GLX 1.6i,22
694,Escort GLX 1.8i 16V 4p,22
695,Escort GLX 1.8i 8v,22
696,Escort Guarujá 1.8 4p,22
697,Escort Hobby 1.0,22
698,Escort Hobby 1.6,22
699,Escort L 1.8i / 1.8,22
700,Escort L/LX 1.6,22
701,Escort RS 1.8i 16V,22
702,Escort S.W GL 1.8i 16V,22
703,Escort S.W. GLX 1.8i 16V,22
704,Escort SW 1.9 16v,22
705,Escort SW GL 1.6 MPI,22
706,Escort XR3 1.8 / 1.6 Beneton/Form./Laser,22
707,Escort XR3 1.8 / 1.6 Conversível,22
708,Escort XR3 2.0i,22
709,Escort XR3 2.0i Conversível,22
710,Expedition 5.4 V8,22
711,Explorer Limited 4.0 4x4 V6 213cv,22
712,Explorer Limited 5.0 4x4 V8,22
713,Explorer Sport 4.0 V6,22
714,Explorer XL 4x2 4.0 V6,22
715,Explorer XL 4x4 4.0 V6,22
716,Explorer XLT 4x2 4.0 V6,22
717,Explorer XLT 4x4 4.0 V6,22
718,F-100 2.3,22
719,F-100 Blazer 2.3,22
720,F-100 CD 2.3,22
721,F-100 Super 2.3,22
722,F-100 Super Série 2.3,22
723,F-1000 CD/Blazer 3.6,22
724,F-1000 CD/Blazer 3.9 Dies.,22
725,F-1000 Lightning/ Super 4.9i,22
726,F-1000 Regular Cab. 4.9i,22
727,F-1000 S. S. Diesel / S.S. Diesel Turbo,22
728,F-1000 SR XK  Deserter Diesel,22
729,F-1000 SR XK Deserter,22
730,F-1000 Super 3.6 / Super Série 3.6,22
731,F-1000 Super CE 4.9i / 3.6,22
732,F-1000 Super Diesel / Super Diesel Turbo,22
733,F-1000 Super Diesel CE 3.9,22
734,F-1000 Super Série CE 4.9/3.6,22
735,F-1000 Super Série CE Diesel 3.9,22
736,F-1000 Super/ S.Série 4x4 3.9 Diesel,22
738,F-1000 Tropical CD 4.9i,22
737,F-1000 Tropical CD HSD 2.5/4.3 Diesel TB,22
739,F-1000 Tropical SL/ Van 4.9i,22
740,F-1000 Tropical SL/ Van T.Diesel (todas),22
741,F-1000 XL 2.5 HSD Diesel TB,22
742,F-1000 XL 4.9i,22
743,F-1000 XL 4.9i CE,22
744,F-1000 XL 4x4 Diesel Turbo,22
745,F-1000 XL Diesel Turbo,22
746,F-1000 XLT 2.5 HSD Diesel TB,22
747,F-1000 XLT 4x4 Diesel Turbo,22
748,F-1000 XLT CE 4.9i,22
749,F-1000 XLT Diesel Turbo,22
750,F-1000 XLT/XL Lighting 4.9i,22
10398,F-150 Lariat 4x4 5.0 V8,22
10399,F-150 Platinum 4x4 5.0 V8,22
751,F-150 XL Triton 4.3 V6,22
752,F-150 XLT Triton 4.3,22
753,F-150 XLT Triton 4.6 V8,22
754,F-150 XLT Triton 5.8,22
5191,F-250 F-MILHA CD 3.9 TB Diesel,22
6032,F-250 Tropica./Tropmine Exec. 3.9 Diesel,22
4161,F-250 TropiCab CE 3.9 TB Diesel,22
755,F-250 Tropical 3.9 Diesel,22
756,F-250 Tropical 4.2 CE / CD Diesel TB,22
757,F-250 Tropical 4.2 V6,22
758,F-250 Tropical SL/ Van T.Diesel (todas),22
4162,F-250 Tropicampo CD 3.9 TB Diesel,22
4163,F-250 Tropiclassic 3.9 TB Diesel,22
4164,F-250 Tropivan Executive 3.9 TB Diesel,22
4165,F-250 Tropivan/Tropi. Plus 3.9 TB Diesel,22
762,F-250 XL 3.9 4x2 Diesel,22
4056,F-250 XL 3.9 4x4 TB Diesel,22
4057,F-250 XL 3.9 CD TB Diesel,22
759,F-250 XL 4.2 180cv CD TB Diesel,22
760,F-250 XL 4.2 Turbo Diesel,22
761,F-250 XL 4.2 V6,22
763,F-250 XL Super Duty 3.9 Diesel,22
764,F-250 XL Super Duty 4.2 TB Diesel,22
765,F-250 XL Super Duty 4.2 V6,22
4058,F-250 XLT 3.9 4x2 CD TB Diesel,22
766,F-250 XLT 3.9 4x2 Diesel TB,22
4059,F-250 XLT 3.9 4x4 CD TB Diesel,22
4060,F-250 XLT 3.9 4x4 TB Diesel,22
767,F-250 XLT 4.2 180cv CD TB Diesel,22
768,F-250 XLT 4.2 TB Diesel,22
769,F-250 XLT 4.2 V6,22
4135,Fiesta 1.0 8V Flex/Class 1.0 8V Flex 5p,22
770,Fiesta 1.0i 3p e 5p,22
771,Fiesta 1.3  3p e 5p,22
6422,Fiesta 1.5 16V Flex Mec. 5p,22
6423,Fiesta 1.6 16V Flex Aut. 5p,22
6424,Fiesta 1.6 16V Flex Mec. 5p,22
772,Fiesta 1.6 8V Flex/Class 1.6 8V Flex 5p,22
773,Fiesta Class 1.0 2p,22
774,Fiesta Class 1.0 4p,22
775,Fiesta Class 1.6 8V 98cv 5p,22
776,Fiesta CLX 1.3i 3p,22
777,Fiesta CLX 1.3i 5p,22
778,Fiesta CLX 1.4i 16V 3p e 5p,22
779,Fiesta GL 1.0 3p,22
780,Fiesta GL 1.0 5p,22
781,Fiesta GL Class 1.0i 5p,22
782,Fiesta GLX 1.6 8V 3p,22
783,Fiesta GLX 1.6 8V 5p,22
784,Fiesta Personnalité 1.0 8V 66cv 5p,22
6425,Fiesta S 1.0 8V Flex 5p,22
6426,Fiesta SE 1.0 8V Flex 5p,22
5668,Fiesta SE 1.6 16V Flex 5p,22
6427,Fiesta SE 1.6 8V Flex 5p,22
8148,Fiesta SE Plus 1.6 16V Flex Aut. 5p,22
8008,Fiesta SE Plus Direct 1.6 16V Flex Aut.,22
7753,Fiesta SE Style 1.6 16V Flex Mec. 5p,22
785,Fiesta Sed. 1.6 8V Flex 4p,22
786,Fiesta Sed. Personnalité 1.0 8V 4p,22
787,Fiesta Sed. Supercharger 1.0 8V 4p,22
6523,Fiesta Sed. TI./TI.Plus1.6 16V Flex Aut.,22
4136,Fiesta Sedan 1.0 8V Flex 4p,22
6521,Fiesta Sedan 1.6 16V Flex Aut.,22
6522,Fiesta Sedan 1.6 16V Flex Mec.,22
6428,Fiesta Sedan S 1.0 8V Flex 4p,22
6429,Fiesta Sedan SE 1.0 8V Flex 4p,22
5345,Fiesta Sedan SE 1.6 16V Flex 4p,22
6430,Fiesta Sedan SE 1.6 8V Flex 4p,22
8047,Fiesta Sedan SEL 1.6 16V Flex Aut.,22
8048,Fiesta Sedan SEL 1.6 16V Flex Mec.,22
788,Fiesta Sedan Street 1.0 8v 4p,22
789,Fiesta Sedan Street 1.6 8v 4p,22
6524,Fiesta Sedan TITANIUM 1.6 16V Flex Mec,22
8009,Fiesta SEL 1.0 12V EcoBoost Aut. 5p,22
7659,Fiesta SEL 1.6 16V Flex  Aut. 5p,22
7660,Fiesta SEL 1.6 16V Flex Mec. 5p,22
8177,Fiesta SEL Style 1.0 EcoBoost Aut . 5p,22
7754,Fiesta SEL Style 1.6 16V Flex Mec. 5p,22
790,Fiesta Sport 1.0MPi 4p,22
7184,Fiesta Sport 1.6 16V Flex Mec.,22
791,Fiesta Sport 1.6MPi 4p,22
792,Fiesta Street 1.0 8v 3p,22
793,Fiesta Street 1.6 8v 95cv 5p,22
794,Fiesta Street/ Action 1.0 8v 5p,22
795,Fiesta Supercharger 1.0 8V 95cv 5p,22
6431,Fiesta TIT./TIT.Plus 1.6 16V Flex Aut.,22
7661,Fiesta TIT.Plus 1.0 12V EcoBoost Aut. 5p,22
6432,Fiesta TITANIUM 1.6 16V Flex Mec.,22
4409,Fiesta TRAIL 1.0 8V Flex 5p,22
4410,Fiesta TRAIL 1.6 8V Flex 5p,22
6610,Focus 1.6 S/1.6 SE Flex 16v 5p Aut,22
796,Focus 1.6 S/SE/SE Plus Flex 8V/16V  5p,22
797,Focus 1.8 16V 5p,22
798,Focus 2.0 16V/ 2.0 16V Flex 5p,22
799,Focus 2.0 16V/SE/SE Plus Flex 5p Aut.,22
7284,Focus Fastback SE/SE PLUS 2.0 Flex Aut.,22
7285,Focus Fastback TIT./T.PLUS 2.0 Flex Aut.,22
800,Focus Ghia  2.0 16V/ 2.0 16V Flex 5p Aut,22
801,Focus Ghia Sed. 2.0 16V/ 2.0 16V Flex 4p,22
802,Focus Ghia Sed. 2.0 16V/2.0 16V Flex Aut,22
803,Focus Ghia/ XR 2.0 /Ghia 2.0 16V Flex 5p,22
5450,Focus Sed. TI./TI.Plus 2.0 16V Flex  Aut,22
7687,Focus Sedan 1.6 16V Flex 4p Aut.,22
804,Focus Sedan 1.6/1.6 Flex 8V/16V 4p Mec.,22
805,Focus Sedan 1.8 16V 115cv 4p,22
806,Focus Sedan 2.0 16V/2.0 16V Flex 4p,22
807,Focus Sedan 2.0 16V/2.0 16V Flex 4p Aut.,22
5451,Focus TITA/TITA Plus 2.0  Flex 5p Aut.,22
5452,Focus TITANIUM 2.0 16V Flex 5p Mec.,22
808,Furglaine 3.6,22
809,Furglaine 3.9 Diesel,22
810,Furglaine Chateaux/Exec. 3.9 Diesel,22
10006,Fusion 2.5 16V 193cv Aut. (Híbrido),22
6381,Fusion 2.5L I-VCT Flex Aut.,22
7826,Fusion SE 2.5 I-VCT Flex 16V Aut.,22
7755,Fusion SEL 2.0 Ecobo. 16V 248cv Aut.,22
4061,Fusion SEL 2.3 16V  162cv Aut.,22
4922,Fusion SEL 2.5 16V 173cv Aut.,22
5622,Fusion SEL 3.0 V6  24V 243cv Aut.,22
4923,Fusion SEL 3.0 V6 AWD 24V 243cv Aut.,22
10007,Fusion Titanium 2.0 145cv Aut. (Híbrido),22
6324,Fusion Titanium 2.0 GTDI Eco. Awd Aut.,22
6382,Fusion Titanium 2.0 GTDI Eco. Fwd Aut.,22
811,Ibiza 3.9 Furgão Diesel,22
812,Ibiza Chat./Exec. 3.9 Diesel,22
4514,Ka 1.0 8V/1.0 8V ST Flex 3p,22
8744,Ka 1.0 FREESTYLE 12V Flex 5p Mec.,22
8149,Ka 1.0 S TiVCT Flex 5p,22
6915,Ka 1.0 SE/SE Plus TiVCT Flex 5p,22
6914,Ka 1.0 SEL TiVCT Flex 5p,22
8122,Ka 1.0 TECNO 12V Flex 5p,22
4789,Ka 1.0 TECNO 8V Flex 3p,22
813,Ka 1.0i 3p,22
8745,Ka 1.5 100 Anos Flex 5p Aut.,22
8401,Ka 1.5 FreeStyle 12V Flex 5p Aut.,22
8402,Ka 1.5 FreeStyle 12V Flex 5p Mec.,22
8440,Ka 1.5 SE 12V Flex 5p Aut.,22
